business_name,address,inspection_date,years_alive
JOEL'S TACOS,604 N CICERO AVE ,05/31/2012,1
MAKI MASTERS,604 W BELMONT AVE ,02/19/2016,1
A-CUPZ,604 W BELMONT AVE ,06/17/2016,0
A TASTE OF NANJING,604 W BELMONT AVE ,12/04/2012,4
CLOUD 9,604 W BELMONT AVE ,03/26/2010,2
CRAZY CHICKENS,604-606 W BARRY AVE ,03/14/2011,1
KFC,6040 S ARCHER AVE ,01/27/2017,1
KFC,6040 S ARCHER AVE ,09/16/2014,3
KENTUCKY FRIED CHICKEN Y200207,6040 S ARCHER AVE ,04/12/2012,0
POPE FRANCIS GLOBAL ACADEMY,6040 W Ardmore ST ,02/07/2013,0
CARNICERIA GUANAJUATO,6040 W DIVERSEY AVE ,12/07/2011,0
MIMI FOOD MART,6043 S HALSTED ST ,01/12/2012,0
MOE FOOD MART,6043 S HALSTED ST ,06/28/2010,2
LAVO ASIAN GRILL INC.,6044 N BROADWAY ,05/08/2012,1
KASSIN ABUBAKARI,6046 N BROADWAY ,08/28/2012,1
TESSY'S HOMEFOOD MARKET,6046 N BROADWAY ,05/11/2011,1
HOMELAND FOOD MARKET,6046 N BROADWAY ,05/11/2011,0
SEE THRU KITCHEN #16 INC.,6046 S WESTERN AVE ,08/03/2016,1
SEE THRU CHINESE KITCHEN,6046 S WESTERN AVE ,03/17/2015,1
SAN-MARINO DELI,605 W LAKE ST ,12/26/2014,1
SAXBYS COFFEE,605 W LAKE ST ,10/24/2014,0
SAN-MARINO DELI,605 W LAKE ST ,09/16/2010,2
SAPORI NAPOLETANI PIZZERIA RISTORANTE,6050 N NORTHWEST HWY ,04/21/2016,1
FEFE FAST FOOD,6051 S RACINE AVE ,09/07/2011,4
MAMA LUCY'S,6054 S PRAIRIE AVE ,03/12/2013,0
K'TRINA GROCERY INC.,6059 S KILDARE AVE ,01/25/2016,0
GROCERY ELENAS,6059 S KILDARE AVE ,08/29/2014,1
"LA ESQUINITA DE MICHOACAN, INC",6059 S KILDARE AVE ,08/29/2014,0
NIETO FOOD MART,6059 S KILDARE AVE ,08/29/2012,0
GUERRA'S FOOD MART,6059 S KILDARE AVE ,08/29/2012,0
SANCHEZ MINIMARKET,6059 S KILDARE AVE ,07/25/2012,0
ROSS ELEMENTARY,6059 S Wabash (45E) ,02/06/2013,1
MARY'S SNACK SHOP,606 S PULASKI RD ,12/11/2012,0
YURI'S TAQUERIA,606 S SACRAMENTO BLVD ,05/10/2016,1
YURI'S TAQUERIA,606 S SACRAMENTO BLVD ,05/09/2014,1
YURY'S TAQUERIA,606 S SACRAMENTO BLVD ,07/18/2013,0
Wingers,606 S WABASH AVE ,02/24/2015,1
BULLCHICKS,606 S WABASH AVE ,10/24/2014,1
PITABELLY,606 S WABASH AVE ,06/23/2014,0
PITABELLY,606 S WABASH AVE ,11/04/2013,1
SUBWAY,6067 N LINCOLN AVE ,01/19/2012,3
QUIZNOS SUBS,6067 N LINCOLN AVE ,05/14/2010,2
NANIWA,607 N WELLS ST ,05/16/2016,1
"TANZITARO, INC.",6075 N MILWAUKEE AVE ,04/19/2011,1
NELSON'S MINI-MART,608 E 61ST ST ,08/04/2011,4
AKA ONI,608 W BARRY ,09/08/2014,0
2015 SEE THRU CHINESE KITCHEN,609 E 79TH ST ,03/24/2015,1
GARDEN CHOP SUEY,609 E 79TH ST ,12/03/2014,1
THE MELTING POT,609 N DEARBORN ST ,08/19/2014,2
PIZANO,61 E MADISON ST ,01/25/2012,3
TR NAPA VALLEY TASTING ROOM,61 E OAK ST ,09/06/2011,2
JIMMY,610 N RUSH ST ,06/27/2014,3
BURKE'S BACON BAR,610 N RUSH ST ,06/14/2013,1
J BAR LOUNGE,610 N RUSH ST ,03/29/2011,2
WOLFGANG PUCK CATERING & EVENTS AT SPERTUS INSTITU,610 S MICHIGAN AVE ,04/07/2016,1
"B' GABS GOODIES, LLC",6100 S BLACKSTONE AVE ,06/26/2013,1
BACKSTORY,6100 S BLACKSTONE AVE ,06/18/2013,0
DUNKIN DONUTS/BASKIN ROBBINS,6100 S WESTERN AVE ,09/15/2014,1
DUNKIN DONUTS,6100 S WESTERN AVE ,09/06/2012,0
DUNKIN DONUTS,6100 S WESTERN AVE ,08/23/2011,1
THE NORWOOD RESTAURANT,6101 N NORTHWEST HWY ,04/12/2016,0
THE NORWOOD RESTAURANT,6101 N NORTHWEST HWY ,10/04/2013,0
"TONO TACOS, INC",6102 W DIVERSEY AVE ,11/30/2012,1
Chicago's Best Tacos & Wing's,6102 W DIVERSEY AVE ,12/12/2011,1
LOS ARCOS PIZZERIA,6102 W DIVERSEY AVE ,11/08/2010,1
LOS ARCOS PIZZERIA,6102 W DIVERSEY AVE ,11/05/2010,0
"BORDERS BOOKS, MOVIES, MUSIC, CAFE",6103 N LINCOLN AVE ,12/01/2010,1
"TONO TACOS, INC.",6104 W DIVERSEY AVE ,06/25/2013,4
LA BOTANA,6104 W DIVERSEY AVE ,09/19/2013,0
LA BOTANA INC.,6104 W DIVERSEY AVE ,04/09/2013,0
YESHIVES  TEFERIS  TZVI,6106-6122 N CALIFORNIA AVE ,05/18/2015,1
DUE AMICI PIZZERIA,6107 W ADDISON ST ,10/25/2012,2
ECO PIZZA,6107 W ADDISON ST ,10/18/2010,2
STARBUCKS #17743,6108 N WESTERN AVE ,05/23/2013,2
PJ'S FISH & CHICKEN,611 N CICERO AVE ,02/26/2014,2
CHICAGO FOOD KING/COME AND GET IT,611 N CICERO AVE ,10/27/2010,4
COME & GET IT,611 N CICERO AVE ,10/22/2010,0
EAST COAST PANTRY,611 S WELLS ST ,10/10/2012,0
CAMPECH CORPORATION,6112 N LINCOLN AVE ,12/11/2012,2
Campeche Cuisine,6112 N LINCOLN AVE ,12/11/2012,0
SUPERMERCADO EL BARRIO,6115 S KEDZIE AVE ,04/19/2013,2
"CARNICERIA LA CANADA, INC",6115 S KEDZIE AVE ,03/22/2012,1
ROZANA,6118-6120 N LINCOLN AVE ,06/18/2013,1
INFUSION CAFE,6118-6120 N LINCOLN AVE ,12/17/2012,0
ETHIOPIAN DIAMOND RESTAURANT,6120-6122 N BROADWAY ,10/18/2013,0
EARLE ELEMENTARY,6121 S Hermitage (1732W) ,04/27/2010,3
ENGLEWOOD MARATHON,6124 S ASHLAND AVE ,04/04/2013,3
KRISPY KRUNCHY CHICKEN,6124 S ASHLAND AVE ,07/11/2012,1
EATMORE GRILL,6124 S ASHLAND AVE ,11/04/2011,0
SEASHELL FISH & CHICKEN,6124 S ASHLAND AVE ,09/21/2010,0
MARATHON FOOD MART,6124 S ASHLAND AVE ,09/21/2010,0
ENGLEWOOD MARATHON,6124 S ASHLAND AVE ,09/21/2010,0
SIP 'N' BITE,6124 S ASHLAND AVE ,09/21/2010,0
GUACAMOLE INC.,6124 S ASHLAND AVE ,05/17/2010,0
OLD COUNTRY BUFFET,6125 N LINCOLN AVE ,03/11/2014,2
THOMAS DOFNIS,6128 N PULASKI RD ,03/02/2011,2
HANDCUT FOODS,613 W BITTERSWEET PL ,03/24/2015,2
KITCHEN 17 LLC,613 W BRIAR PL ,09/29/2014,3
MY  YOGURT,613 W BRIAR PL ,12/19/2012,2
CUPCAKES,613 W BRIAR PL ,12/18/2012,0
CUPCAKES,613 W BRIAR PL ,12/18/2012,0
FALAFIL  SHACK,6130 N RAVENSWOOD AVE ,07/20/2012,0
FALAFIL  SHACK,6130 N RAVENSWOOD AVE ,09/20/2011,1
DUFF'S DOGS,6132 N NORTHWEST HWY ,02/16/2012,1
FRANK'S  FRANKS,6132 N NORTHWEST HWY ,02/16/2012,0
FRANK'S  FRANKS,6132 N NORTHWEST HWY ,02/16/2012,0
FRANK'S  FRANKS,6132 N NORTHWEST HWY ,06/11/2012,0
Chill Out's Ice Cream Parlor,6132 N NORTHWEST HWY ,10/04/2012,0
TOUCH BY AN ANGEL,6134-38 W NORTH AVE ,01/16/2015,1
TAMARIND,614 S WABASH AVE ,08/18/2016,1
PANZ,614 W DIVERSEY PKWY ,08/19/2013,4
PIZZA PERSONA,614 W DIVERSEY PKWY ,06/07/2011,2
ALADDIN'S EATERY,614 W DIVERSEY PKWY ,11/04/2011,0
Trattoria Caterina,614-618 S Dearborn ST ,04/06/2010,3
NOSTALGIA,6140 W BELMONT AVE ,07/06/2017,0
DK CAFE,6140 W BELMONT AVE ,11/02/2010,2
LE PITA,6141 N BROADWAY ,12/17/2014,2
CJ'S GRILL,6141 N BROADWAY ,10/04/2013,0
CHICAGO ALMAS INC,6141 N BROADWAY ,10/04/2013,0
AJ'S GRILL,6141 N BROADWAY ,07/22/2010,3
HOMESTEAD,6144 N LINCOLN AVE ,12/27/2012,2
FISKE,6145 S Ingleside (932E) ,09/24/2012,1
"CHICAGO PIZZA & CONES, INC.",6149 N MILWAUKEE AVE ,09/16/2011,2
La Michoacana Natural,6149 W Grand AVE ,09/27/2013,2
AVEC,615 W RANDOLPH ST ,03/31/2016,1
KNOWLEDGE HARBOR ACADEMY,615 W WELLINGTON AVE ,08/07/2012,3
THE RUSTY ARMADILLO GRILL & CANTINA,6154 N MILWAUKEE AVE ,01/11/2013,2
POPEYE'S CHICKEN RESTAURANT,616 E 103RD ST ,02/13/2018,0
JJ'S GRILL,616 E 79TH ST ,09/10/2014,1
JJ'S GRILL,616 E 79TH ST ,04/18/2013,1
QUENCH THE CAFE,616 E 79TH ST ,09/16/2013,0
QUENCH THE DINER,616 E 79TH ST ,01/31/2012,1
"WEST SIDE CORNER STORE, INC",616 S PULASKI RD ,12/02/2016,0
PANERA CARES,616 W DIVERSEY PKWY ,07/11/2014,1
PANERA BREAD,616 W DIVERSEY PKWY ,08/12/2013,0
SUSUPUATO RESTAURANT & TAQUERIA,6161 N BROADWAY ,04/04/2017,0
"THE ORIGINAL ROMA BEEF & PIZZA, INC",6161 N MILWAUKEE AVE ,01/08/2013,1
"THE ORIGINAL ROMA, INC.",6161 N MILWAUKEE AVE ,05/03/2011,2
NORWOOD HEALTHMART DRUGS,6165 N NORTHWEST HWY ,02/10/2017,0
"NORTHWEST FRESH MARKET, LLC",6165 N NORTHWEST HWY ,07/31/2013,2
Dish,6169-6171 N Northwest HWY ,09/27/2016,0
"CHICAGO SAVE WAY,INC.",617 E 67TH ST ,01/05/2011,0
DOLLAR & BEAUTY,617 N CICERO AVE ,09/22/2017,0
KAN ZAMAN RESTAURANT,617 N WELLS ST ,02/18/2014,2
OLIVE BRANCH,617 N WELLS ST ,11/07/2011,1
GOOD EARTH MARKET,6190 S ARCHER AVE ,12/15/2014,0
THE EGG STORE INC,6190 S ARCHER AVE ,04/28/2011,3
SUBWAY,62 E JACKSON BLVD ,08/24/2012,1
ROSELAND COMMUNITY GOOD NEWS DAYCARE,62 W 111TH PL ,08/08/2013,2
7-ELEVEN #33768H,6200 N SAYRE AVE ,08/26/2014,1
JJ FISH/CHICKEN & MOMO'S STEAK,6201 S ASHLAND AVE ,06/25/2012,0
Englewood  (H/S),6201 S Stewart (400W) ,02/09/2011,1
Lucky Taco,6204 W NORTH AVE ,06/21/2012,1
CATHY'S ULTIMATE SOUL FOOD,6204 W NORTH AVE ,11/04/2011,1
KARLA'S KITCHEN,6204 W NORTH AVE ,04/26/2010,1
Woods,6206 S Racine (1200W) ,11/09/2011,2
LA LUNA #2,6209 W DIVERSEY AVE ,06/22/2011,0
SALERO,621-623 W RANDOLPH ST ,01/13/2015,0
SALERO,621-623 W RANDOLPH ST ,01/08/2015,0
NORTHSTAR COFFEE,6211 N LINCOLN AVE ,09/27/2011,5
QUITE FRANKLY LTD,6211 N LINCOLN AVE ,09/22/2011,0
ROCIO'S GROCERY,6214 W DIVERSEY AVE ,06/04/2012,0
PARISIS DRIVE IN,6216 W 63RD ST ,09/22/2016,0
"T & M MARKET, INC.",6218 S WESTERN AVE ,09/19/2013,0
WHO DAT SOUL FOOD RESTAURANT INC,622 E 71ST ST ,06/10/2013,2
THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
BROTHER TIM'S VEGETARIAN FAST FOOD'S,622 E 71ST ST ,01/03/2012,1
THE BURGER BAR,622 E 71ST ST ,12/22/2011,1
GO GO RESTAURANT,6220 S WESTERN AVE ,05/26/2016,1
WING HONG CHOP SUEY RESTAURANT,6220 S WESTERN AVE ,10/27/2014,1
"V. JIANG, INC.",6220 S WESTERN AVE ,04/16/2014,0
CITI BELLES,6221 N CLARK ST ,05/19/2016,1
WAZOBIA AFRICAN CUISINE INC.,6221 N CLARK ST ,04/07/2014,0
BANADIR RESTURANT,6221 N CLARK ST ,08/28/2012,1
WAZOBIA AFRICAN CUISINE,6221 N CLARK ST ,08/28/2012,0
BANADIR RESTAURANT,6221 N CLARK ST ,05/15/2012,0
TOUCH BY AN ANGEL DAYCARE II,6224 W NORTH AVE ,11/15/2012,4
Zaqorta,6226 N Pulaski RD ,10/26/2010,3
MB FOODS,623 E 67TH ST ,12/12/2013,2
623 Wabash,623 S WABASH AVE ,10/27/2014,1
CAFE UNIVERSITY-623 S WABASH,623 S WABASH AVE ,11/25/2013,1
COLUMBIA COLLEGE,623 S WABASH AVE ,03/22/2013,0
623 Wabash,623 S WABASH AVE ,04/01/2013,0
623 WABASH,623 S WABASH AVE ,09/26/2011,2
"M.H.R.,L.L.C.",623 S WABASH AVE ,08/16/2010,0
CHICAGO FIRE MARKET,623 W 31ST ST ,09/17/2012,3
DKelly Restaurant,623 W RANDOLPH ST ,08/19/2014,0
U.S. MARKET,6230 S ASHLAND AVE ,10/03/2012,3
SUBWAY,6230 S ASHLAND AVE ,10/03/2012,0
SUBWAYS,6230 S ASHLAND AVE ,10/03/2012,0
SUBWAY,6230 S ASHLAND AVE ,10/03/2012,0
SUBWAY,6230 S ASHLAND AVE ,06/22/2011,1
THE PITA KING,6234 N CALIFORNIA AVE ,05/20/2016,1
"Burger Hub, Inc.",6234 N CALIFORNIA AVE ,12/10/2013,3
JOE'S  JJJ  DAWG  RANCH,6234 N CALIFORNIA AVE ,12/23/2011,2
HOT RED GRILL,6235-6237 N WESTERN AVE ,06/07/2013,1
IT'S A GOOD FEELING,6236 S PULASKI RD ,12/09/2015,0
MS. VETTS WAY CORP,6237 N WESTERN AVE ,04/07/2010,6
STONE GRILL,6237 S HALSTED PKWY ,12/14/2017,0
KRISPY'S SEAFOOD & CHICKEN,6237 S HALSTED PKWY ,02/23/2016,0
SHARKS FISH AND CHICKEN,6237 S HALSTED PKWY ,11/24/2015,0
SUBWAY,6237 S HALSTED PKWY ,07/24/2012,3
LONG TUNG CHINESE KITCHEN,6237 S HALSTED PKWY ,06/27/2011,1
SUBWAY,6237 S HALSTED PKWY ,09/02/2011,0
SALUD  Y  VIDA,6239 N CLARK AVE ,10/11/2011,1
CHINA EXPRESS,6239 S ASHLAND AVE ,04/06/2011,3
SALATINO'S,624-626 S RACINE AVE ,11/18/2010,3
"NAS FOOD MARKETET, INC",6240 S DAMEN AVE ,12/05/2014,0
THIEN NOODLE RESTAURANT,6241 N CLARK ST ,08/23/2013,0
HARRY'S GRILL,6241 S ASHLAND AVE ,11/13/2013,3
HAROLD'S CHICKEN SHACK #4B,6241 S ASHLAND AVE ,11/14/2011,2
CAMARON VAQUERO INC.,6242 S PULASKI RD ,12/16/2013,3
RESTAURANTE Y TAQUERIA LOS PAYASOS,6242 S PULASKI RD ,08/23/2011,2
ITALIAN VILLA PIZZA INC,6242 S PULASKI RD ,07/07/2011,0
CARIBBEAN JERK & SOUL FOOD,6242 S WESTERN AVE ,10/17/2012,1
SAIGON BISTRO,6242-6244 N CALIFORNIA AVE ,10/14/2011,2
LOS PINOS INC,6243 N WESTERN AVE ,02/15/2012,1
6243 WESTERN INC.,6243 N WESTERN AVE ,02/15/2012,0
ARBELA RESTAURANT,6243 N WESTERN AVE ,02/07/2012,0
AM PM FOOD MART,6244 S WESTERN AVE ,07/23/2014,2
STEVEN'S CAFE,6246 N WESTERN AVE ,05/30/2013,1
THE BUNGALOW CAFE,6247 N MILWAUKEE AVE ,02/26/2014,0
HONG KONG BUFFET CORPORATION,6249 N MCCORMICK RD ,02/14/2017,0
"MYRIAD SERVICES, INC",625 N MICHIGAN AVE ,12/20/2011,5
OM SHOPPERS,625 N MICHIGAN AVE ,12/08/2010,1
DAVIDSON HOTEL COMPANY,625 S ASHLAND AVE ,09/25/2014,1
MORGAN QUICK MART INC.,6250 S MORGAN ST ,10/09/2012,0
PURE CAFE,6251 N MCCORMICK RD ,07/25/2012,5
PAK SUB,6252 S ASHLAND AVE ,03/07/2014,0
PAK SUBMARINE,6252 S ASHLAND AVE ,07/03/2014,0
KILMANJARO RESTAURANT,6258 N CLARK ST ,08/22/2013,0
KILMANJARO RESTAURANT,6258 N CLARK ST ,10/23/2012,1
JUBBA RESTAURANT,6258 N CLARK ST ,10/16/2012,0
SIRAD,6258 N CLARK ST ,10/16/2012,0
LITTLE QUIAPO RESTAURANT,6259 N MCCORMICK RD ,08/02/2016,0
QUARTINO,626 N STATE ST ,04/01/2010,4
BURGER KING # 215,6261 N LINCOLN AVE ,03/30/2010,3
KAM KONG CAFE,6261 N MCCORMICK RD ,06/08/2012,3
KEN FONG INC,6261 N MCCORMICK RD ,11/22/2010,2
BURGER KING #215,6261-6265 N LINCOLN AVE ,03/19/2013,2
UNCLE'S RESTAURANT,6263 N MCCORMICK RD ,09/26/2011,0
7-ELEVEN,627 W JACKSON BLVD ,08/10/2010,3
WHITE HEN PANTRY,627 W JACKSON BLVD ,08/05/2010,0
WHITE HEN PANTRY #0-0201-3,628 W FULTON ST ,10/15/2012,0
"ROSIE'S GRILL, INC",63 E HARRISON ST ,01/20/2015,2
"ROSIE'S GRILL, INC",63 E HARRISON ST ,05/17/2011,4
SUBWAY SANDWICH,630 S CLARK ST ,08/27/2013,2
ASTORIA PLACE LIVING AND REHAB,6300 N CALIFORNIA AVE ,03/25/2011,3
WEST RIDGE REHABILITATION CENTER,6300 N CALIFORNIA AVE ,04/01/2011,0
BISMILLAH RESTAURANT,6301 N RIDGE AVE ,10/16/2012,3
PRINCE 1,6301 S RICHMOND ST ,06/23/2014,1
YOYO FOOD MART,6301 S RICHMOND ST ,02/07/2012,2
RICHMOND FOOD MART,6301 S RICHMOND ST ,02/03/2012,0
BUGSY'S,6301 S WESTERN AVE ,07/22/2014,1
2001 GAS CENTRAL,6308 N CENTRAL AVE ,11/02/2017,0
WILLIAM'S PRODUCE,6309 W GRAND AVE ,03/08/2013,0
CARNICERIA SANTIAGO PAPASQUIAR,6309 W GRAND AVE ,02/18/2011,0
NOORA CAFE,6310 N WESTERN AVE ,11/15/2013,3
DANNY SOCCER CLUB,6310 N WESTERN AVE ,06/07/2013,0
ASHOR CAFE,6310 N WESTERN AVE ,08/16/2011,0
ASHOR CAFE,6310 N WESTERN AVE ,08/15/2011,0
AFC SUSHI@DOMINICK'S #1113,6312 N NAGLE AVE ,11/06/2014,0
DOMINICK'S # 113/1113,6312 N NAGLE AVE ,06/18/2013,1
EDEN'S HOUSE,6313-6323 N PULASKI RD ,02/04/2013,0
ASSYRIAN SOCIAL CLUB,6313-6323 N PULASKI RD ,09/08/2011,2
Eden's House INC.,6313-6323 N Pulaski RD ,07/27/2010,3
"JESSIE GROCERY,INC.",6317 S DR.MARTIN LUTHER KING DR ,08/17/2015,1
PALETERIA CARRUCEL,6317 W GRAND AVE ,09/18/2014,1
AWIL MOHAMED ERIC,6319 N RIDGE AVE ,11/07/2017,0
LIIDO GRILL,6319 N RIDGE AVE ,02/11/2016,0
BULSHO COFFEE SHOP,6319 N RIDGE AVE ,08/15/2013,0
SOM MASHA ALLAH  GRILL,6319 N RIDGE AVE ,12/12/2012,1
FLYING WOK INC.,6319 S DR MARTIN LUTHER KING JR DR ,08/21/2015,1
FLYING WOK INC.,6319 S DR MARTIN LUTHER KING JR DR ,12/16/2014,0
YU'S CHINESE KITCHEN,6319 S DR MARTIN LUTHER KING JR DR ,06/07/2013,0
YEO INN CORP,6320 N LINCOLN AVE ,09/18/2013,0
JANG MO NIM RESTAURANT,6320 N LINCOLN AVE ,09/18/2013,0
KABAB CUISINE 2,6320 N LINCOLN AVE ,02/14/2013,0
JUNG DONG RESTAURANT,6320 N LINCOLN AVE ,09/12/2011,2
ALCATRAZ INCORPORATED,6320 N LINCOLN AVE ,09/01/2011,0
POPEYES FRIED CHICKEN REST,6321 N LINCOLN AVE ,10/01/2012,3
PRAISE CHICAGO,6321 S HALSTED ST ,02/20/2015,1
DIAMOND GROCERY & VIDEO,6322 N BROADWAY ,06/04/2012,1
EDGEBROOK COFFEE SHOP,6322 N CENTRAL AVE ,05/02/2013,0
MEMOS TACOS INC,6322 W GRAND AVE ,05/22/2014,1
LA CASITA TAMALES,6322 W GRAND AVE ,12/20/2010,1
TONY'S KITCHEN INC,6325 S CENTRAL AVE ,01/05/2017,1
ERIE FOOD MART,633 N CICERO AVE ,03/05/2015,2
Erie Food Mart Meat and Produce,633 N CICERO AVE ,11/13/2012,3
JUST IN TIME GROUP CORP,633 N CICERO AVE ,09/26/2011,1
YO MAMAS PIZZA,633 N CICERO AVE ,09/16/2010,1
"KING ROOSTER, LLC",633 N CICERO AVE ,09/09/2010,0
DRAFTFCB,633 N ST CLAIR ST ,07/25/2013,0
WYNDHAM CHICAGO HOTEL,633 N ST CLAIR ST ,12/19/2011,1
WYNDHAM CHICAGO HOTEL,633 N ST CLAIR ST ,10/06/2011,0
GINO'S EAST PIZZERIA,633 N WELLS ST ,03/08/2012,1
LAKESIDE BOARDING HOME,6330 N SHERIDAN RD ,03/10/2010,2
Clinton Annex,6330 N Washetnaw (2732W) ,02/23/2010,1
BIRRIERIA DE LA TORRE,6330 S PULASKI RD ,08/24/2016,1
JOSE NIETO BUSTAMANTE,6330 S PULASKI RD ,07/07/2015,1
"TACO BAR, INC.",6330 S PULASKI RD ,03/27/2013,2
FRESH 2 U CAFE,6330 S STONY ISLAND AVE ,07/23/2012,1
TASTE DISCO & STEAK HOUSE,6331 S LOWE AVE ,08/02/2012,0
DIALONIT WIRELESS CAFE,6333 N CLARK ST ,12/29/2016,0
GOLDEN BUCKS,6333 N CLARK ST ,05/20/2013,3
MCDONALD'S RESTAURANT,6336 S ASHLAND AVE ,06/02/2016,1
"RESTAURANTE KAPEEKOO, INC.",6336 S PULASKI RD ,01/22/2013,0
NEW ZAIQA RESTAURANT,6339 N CALIFORNIA AVE ,02/14/2012,0
"MAXWELL GRILL, INC",6339 N CALIFORNIA AVE ,03/10/2011,1
TA'BOUN,6339 N CALIFORNIA AVE ,05/28/2010,1
POPEYES,6340 N BROADWAY ,01/27/2017,0
POPEYES FRIED CHICKEN REST,6340 N BROADWAY ,05/05/2016,0
Chartwells @ Kennedy King College ARTIUM CAFE,6343 S HALSTED ST ,07/24/2014,1
AL'S PIZZA,6344 W IRVING PARK RD ,10/09/2012,4
CAFFE ROMA,6346 W IRVING PARK RD ,08/04/2011,0
CAFFE ROMA,6346 W IRVING PARK RD ,10/06/2010,1
"TONY,S CHINESE & AMERICAN RESTAURANT",6347 W GRAND AVE ,08/21/2015,1
HYDERABAD KABAB CORNER INC.,6348 N ARTESIAN AVE ,09/15/2015,2
"KHAJA NAWAZ INC.,",6348 N ARTESIAN AVE ,11/04/2013,1
Adam 2 Cafe,6348 N CLAREMONT AVE ,09/18/2013,0
NINEVEH CAFE,6348 N CLAREMONT AVE ,09/18/2013,0
ATOUR FOOD GROCERY & GIFTS,6348 N CLAREMONT AVE ,07/09/2012,1
DELUXE DINER,6349 N CLARK ST ,06/08/2015,1
"SIMPLY SOUP, SALAD AND SANDWICHES",635 E 47TH ST ,09/17/2010,4
PANERA BREAD,635 N FAIRBANKS CT ,06/25/2014,3
"RIO MART, INC.",6350 N OAKLEY AVE ,01/22/2013,4
OAKLEY MINIMART,6350 N OAKLEY AVE ,10/03/2012,1
CONDOR  CAFE,6350 N OAKLEY AVE ,11/10/2011,1
BURGER KING #12663,6350 S CICERO AVE ,05/06/2013,2
BURGER KING # 12663,6350 S CICERO AVE ,08/29/2011,2
JOHNSON COLLEGE PREP,6350 S Stewart (400W) ,03/14/2013,0
Reed,6350 S Stewart (400W) ,03/14/2013,0
THE BALLROOM,6351-6359 S COTTAGE GROVE AVE ,11/01/2011,2
Subway Sandwiches & Salads,6352 N Milwaukee AVE ,01/14/2011,6
BEST NAAN,6352 N OAKLEY AVE ,06/09/2017,0
CHICAGO BEST NAAN,6352 N OAKLEY AVE ,11/10/2011,6
BHABI'S KITCHEN,6352 N OAKLEY AVE ,11/10/2011,0
BHABI'S KITCHEN,6352 N OAKLEY AVE ,02/17/2010,1
ASIAN KITCHEN,6352 W IRVING PARK RD ,04/19/2012,2
NEW  CHINA,6352 W IRVING PARK RD ,10/19/2010,2
OAKLEY EXPRESS,6354 N OAKLEY AVE ,09/27/2011,3
NICK'S DRIVE INN,6355 N PULASKI RD ,04/18/2011,2
RAYEES CAFE,6355 N WESTERN AVE ,10/15/2012,1
McDONALDS,6355 S DR MARTIN LUTHER KING JR DR ,07/21/2014,2
CVS/PHARMACY #1676,6355 W BELMONT AVE ,11/09/2011,6
SAMMY'S,6359 S DR MARTIN LUTHER KING JR DR ,07/13/2015,0
WIL BUR'S RED HOTS,6359 W MONTROSE AVE ,02/14/2011,2
COCO PAZZO CAFE,636 N ST CLAIR ST ,06/24/2016,1
"HAROLD'S ON WABASH,INC.",636 S WABASH AVE ,10/29/2014,2
HAROLD'S CHICKEN SHACK,636 S WABASH AVE ,10/18/2010,0
AJOYS GAS DEPOT,6367 N MILWAUKEE AVE ,01/18/2013,4
"LULU FOOD MART, INC.",637 E 79TH ST ,06/22/2015,1
SEVEN FOOD,637 E 79TH ST ,07/24/2012,1
ED DEBEVIC'S,640 N WELLS ST ,01/26/2015,1
ED'S RESTAURANT CORP,640 N WELLS ST ,07/21/2011,1
JOZO'S,6400 S CICERO AVE ,10/20/2017,0
BURGER KING #,6400 W FULLERTON AVE ,06/07/2016,0
BURGER KING #6358,6400 W IRVING PARK RD ,08/21/2014,1
BLAZE N GRILL CORP.,6400-6406 N MILWAUKEE AVE ,05/19/2016,0
TACO MADRE,6401 W ADDISON ST ,09/08/2016,0
BIG-RED'S-YO-JOE'S,6401 W ADDISON ST ,07/23/2015,1
CIRCLE G CONVENIENT STORE,6401 W BELMONT AVE ,11/21/2017,0
AL DORA COFFEE SHOP,6404 N CALIFORNIA AVE ,12/18/2012,1
STEVE KABOB,6404 N CALIFORNIA AVE ,12/18/2012,0
STEVE KABOB,6404 N CALIFORNIA AVE ,12/18/2012,0
LITTLE  JOHN,6404 N CALIFORNIA AVE ,12/18/2012,0
STEVE KABOB,6404 N CALIFORNIA AVE ,03/21/2011,0
MAXWELL STREET POLISH & GYROS,6404 N CALIFORNIA AVE ,03/21/2011,0
NOOR RESTAURANT & HUSNA CATERING,6404 N CALIFORNIA AVE ,03/21/2011,0
SHAWARMA INN II,6404 N CALIFORNIA AVE ,03/11/2011,0
MAWA PARADISE,6406-6408 N OAKLEY AVE ,01/17/2017,0
TAJ MAHAL RESTAURANT,6406-6408 N OAKLEY AVE ,11/13/2017,0
MARS PARADISE,6406-6408 N OAKLEY AVE ,01/12/2015,0
HALAL GRILL,6407 N BELL AVE ,07/22/2016,0
BBQ HALAL GRILL INC.,6407 N BELL AVE ,03/03/2016,0
ABUELOS TACOS,6407 N BELL AVE ,10/16/2013,1
NOHADRA COFFEE SHOP,6407 N BELL AVE ,10/16/2013,0
KIRKUK CAFE,6407 N BELL AVE ,01/15/2013,0
Carnivore Company,6407 N BELL AVE ,03/16/2011,2
FISH CORNER,6408-6410 N CAMPBELL AVE ,01/25/2012,1
