business_name,address,inspection_date,years_alive
WE SERVE FOOD MART INC.,10857 S HALSTED ST ,08/16/2016,1
HOT SPOT,10857 S HALSTED ST ,07/17/2013,0
HOT SPOT ON HALSTED INC,10857 S HALSTED ST ,07/17/2013,0
HOT SPOT,10857 S HALSTED ST ,07/15/2013,0
CANDY CITY & GENERAL MERCHANDISE,109 E 47TH ST ,02/28/2011,2
CITY GROCERY INC.,10910 S HALSTED ST ,07/03/2013,0
"ZHENG'S CHINA GARDEN, INC.",10912 S HALSTED ST ,09/17/2012,0
BON-TON FAMILY DINING,10914 S MICHIGAN AVE ,06/06/2014,3
EACH1 TEACH1 LEARNING ACADEMY INC.NFP,10926-10928 S WESTERN AVE ,04/19/2016,0
EACH 1 TEACH 1 LEARNING ACADEMY INC.,10926-28 S WESTERN AVE ,08/21/2014,1
SYMPHONY OF MORGAN PARK,10935 S HALSTED ST ,11/16/2017,0
BOO'S SOUL FOOD CAFE INC,10936 S VINCENNES AVE ,01/23/2012,0
ETHEL SOUL FOOD,10936 S VINCENNES AVE ,12/29/2011,1
SEE THRU KITCHEN,10939 S WESTERN AVE ,02/07/2012,0
NEW AGE CHILDREN'S PREPARATORY ACADEMY,10951 S MICHIGAN AVE ,08/04/2017,0
BUFFALO FEED THE PEOPLE RIB HOUSE INC,10953 S MICHIGAN AVE ,06/29/2012,2
PIER 37,10959 S DOTY AVE ,03/18/2013,1
WALDORF ASTORIA CHICAGO,11 E WALTON ST ,04/23/2014,1
ELYSIAN HOTEL CHICAGO,11 E WALTON ST ,02/14/2012,0
ELYSIAN HOTEL CHICAGO,11 E WALTON ST ,07/27/2010,2
THE WESTMINSTER HOT DOG,11 N WELLS ST ,01/09/2014,0
AWAKE WITH PEARL INC,11 W 26TH ST ,07/18/2013,0
GOLD COAST PIZZA COMPANY,11 W DIVISION ST ,03/25/2014,1
CHI-TOWN PIZZA,11 W DIVISION ST ,12/08/2010,2
BURGER KING #1308,110 E 95TH ST ,05/08/2013,2
BURGER KING #1308,110 E 95TH ST ,05/08/2013,0
BURGER KING #1308,110 E 95TH ST ,05/08/2013,0
BURGER KING #1303,110 E 95TH ST ,05/08/2013,0
BAR TOMA,110 E PEARSON ST ,07/12/2011,6
HUBBARD INN,110 W HUBBARD ST ,06/04/2012,2
EX LIBRIS SCIENCE DIGEST COFFEE,1100 E 57TH ST ,11/18/2011,1
T'S PAISANS PIZZA & GRILL II,1100-1102 W THORNDALE AVE ,11/10/2016,1
T'S PAISANS PIZZA & GRILL II,1100-1102 W THORNDALE AVE ,08/29/2012,0
PARK DOLLAR & FOOD,1101 N CALIFORNIA AVE ,09/15/2014,1
JIMMY JOHN'S-CANAL,1101 S CANAL ST ,01/26/2015,0
KIKKA-SOUTH LOOP,1101 S CANAL ST ,07/29/2010,0
"111TH FOOD MART, INC.",1101 W 111TH ST ,09/13/2016,2
ABERDEEN FOOD STORE,1101 W 111TH ST ,05/29/2014,0
A & S FOOD STORE,1101 W 111TH ST ,05/29/2014,0
BRYN MAWR DELI,1101 W BRYN MAWR AVE ,11/12/2010,2
FANNIE MAY CANDIES #103,1101 W JACKSON BLVD ,10/04/2012,0
PHIL'S PIZZA,1102 W 35TH ST ,03/31/2011,5
MANATIS CORP.,1102 W GRANVILLE AVE ,12/02/2016,0
SAM'S CHICKEN & RIBS,1102 W GRANVILLE AVE ,07/24/2015,0
SAMS CHICKEN & RIBS,1102 W GRANVILLE AVE ,09/11/2012,0
SAMS CHICHEN & RIBS,1102 W GRANVILLE AVE ,07/14/2011,1
SMACKERS,11028 S HALSTED ST ,08/26/2013,2
BREANNA'S GRILL,11028 S HALSTED ST ,08/26/2013,0
CHELSEA'S GOR-MET BARBQ,11028 S HALSTED ST ,08/26/2013,0
HERSHEY,11028 S HALSTED ST ,08/26/2013,0
SWEET TOOTH AND MORE,1103 S PULASKI RD ,05/26/2010,5
COUNCIL OAK MONTESSORI,11030 S LONGWOOD DR ,03/15/2010,8
CAFE UNIVERSITY-1104 S WABASH,1104 S WABASH AVE ,04/02/2013,3
1104 WABASH,1104 S WABASH AVE ,09/21/2010,3
"M.H.R.,L.L.C.",1104 S WABASH AVE ,08/16/2010,0
HALMIRS MEAT MARKET INC,1104 W GRANVILLE AVE ,09/24/2013,0
"Prijedor Market, Inc.",1104 W GRANVILLE AVE ,07/23/2012,1
VINCENZO'S,1104 W MADISON ST ,10/13/2015,1
PLUSH-CHICAGO,1104 W MADISON ST ,06/11/2012,0
PLUSH-CHICAGO,1104 W MADISON ST ,08/13/2010,2
THAI WOK,1104 W TAYLOR ST ,06/23/2014,1
ORANGE LEAF CHICAGO,11045 S KEDZIE AVE ,02/09/2015,1
LA PAPA'S,11055 S PULASKI RD ,11/19/2010,6
KRAZY KAKE HOUSE,11057 S HOMEWOOD AVE ,10/06/2015,1
THE FRENCH QUARTER BAKERY,11057 S HOMEWOOD AVE ,08/13/2012,2
PIZZERIA DEEPO,11057 S HOMEWOOD AVE ,05/11/2012,0
EXPRESS FOOD MART & CELLULAR,11058 S WENTWORTH AVE ,08/19/2014,0
EXPRESS FOOD MART & CELLULAR,11058 S WENTWORTH AVE ,03/07/2014,0
RED KIVA,1106-1108 W RANDOLPH ST ,10/09/2014,2
LEONA'S RESTAURANT,11060 S WESTERN AVE ,11/16/2016,2
"LEONA'S PIZZERIA, INC.",11060 S WESTERN AVE ,07/08/2014,0
DEPASADA RESTAURANT,1108 N ASHLAND AVE ,10/02/2013,2
TENDER DAY CARE CENTER INCORPO,1108 W ARGYLE ST ,04/24/2012,1
N K Express Pizzeria,1109 W BRYN MAWR AVE ,01/24/2012,0
FRANKO'S PIZZA EXPRESS,1109 W BRYN MAWR AVE ,01/24/2012,0
FRANKO'S PIZZERIA,1109 W BRYN MAWR AVE ,01/24/2012,0
FRANKO'S PIZZERIA,1109 W BRYN MAWR AVE ,01/24/2012,0
"BRYN MAWR TASTEE CORNER, INC.",1109 W BRYN MAWR AVE ,01/23/2012,0
THE BIG CHEESY,111 E 111TH ST ,10/25/2012,0
SAY GRACE RESTAURANT GROUP INC./LOVE TACO,111 E 51ST ST ,10/27/2017,1
HP CONVENIENT MART,111 E 51ST ST ,06/23/2014,1
HOULIHAN'S,111 E WACKER DR ,09/12/2014,2
CAFE DESCARTES,111 E WACKER DR ,06/09/2014,0
TOKYO LUNCH BOXES & CATERING,111 E WACKER DR ,12/04/2014,0
EASTERN LOBBY SHOP #4028,111 E WACKER DR ,10/21/2013,1
MACKELLYS,111 E WACKER DR ,10/10/2012,0
RISEN ROLL BAKERY,111 E WACKER DR ,06/04/2012,0
GUCKENHEIMER ENTERPRISES AT BA,111 E WACKER DR FL ,02/14/2012,1
SUTTON'S GENERAL STORE,111 N CANAL ST ,10/17/2014,0
AFC SUSHI @ MARSHALL FIELDS,111 N STATE ST ,10/26/2015,1
"SARAH'S PASTRIES & CANDIES, INC.",111 N STATE ST ,09/13/2012,2
USA FOOD MARKET,111 W 115TH ST ,10/23/2012,0
PERRY FOOD MART INC,111 W 115TH ST ,10/23/2012,0
USA FOOD MARKET,111 W 115TH ST ,10/16/2012,0
KAFENIO,111 W JACKSON BLVD ,04/12/2016,1
CITY PIZZA,111 W JACKSON BLVD ,01/08/2015,0
LAVAZZA,111 W JACKSON BLVD ,05/04/2015,0
TREAT SHOP,111 W JACKSON BLVD ,12/16/2014,1
65 ASIAN KITCHKEN,111 W JACKSON BLVD ,01/13/2014,0
FRESHII,111 W JACKSON BLVD ,12/17/2012,2
BRIAZZ,111 W JACKSON BLVD ,08/16/2010,2
OUICK STOP,111 W MONROE ST ,11/26/2014,0
ARAMARK SERVICES @ HARRIS BANK,111 W MONROE ST ,08/21/2013,0
ARAMARK SERVICES  INC-  HARRIS BANK,111 W MONROE ST ,04/17/2012,1
MID CITY CARDS & GIFTS,111 W MONROE ST ,04/20/2010,2
"TWIST & TWIRL, INC.",111 W NORTH AVE ,07/14/2011,3
111 CONCESSION SHOP,111 W WASHINGTON ST ,10/22/2012,2
TETE CHARCUTERIE,1110-1114 W RANDOLPH ST ,02/27/2014,2
"AB STATE PETROLEUM, INC.",11100 S STATE ST ,04/29/2013,0
CLARK,11100 S STATE ST ,10/21/2011,2
BARNEY'S PIZZERIA,11101 S HALSTED ST ,07/09/2015,2
SOUTH CHICAGO FOOD & DELI,11101 S MICHIGAN AVE ,02/11/2016,2
STOP AND SHOP,11101 S MICHIGAN AVE ,02/03/2016,0
HALSTED 1 STOP,11105 S HALSTED ST ,03/13/2014,2
AVERY FOODS INC,11106 S LONGWOOD DR ,10/26/2011,1
TRIPLE A SOULFOOD RESTAURANT,1111 W 79TH ST ,05/05/2011,2
TRIPLE A SOULFOOD RESTAURANT,1111 W 79TH ST ,08/23/2010,1
HING WANG,1111 W WILSON AVE ,04/27/2012,0
EXPRESS CORNER,1111 W WILSON AVE ,07/11/2012,0
ROKITO'S,1111 W WILSON AVE ,02/07/2012,0
"EXPRESS FAST FOOD CORNER , INC",1111 W WILSON AVE ,02/22/2011,1
ESTATE,1111-1113 W LAKE ST ,03/27/2017,0
S & E DINER,11117 S HALSTED ST ,06/26/2014,3
THE INDIA GRILL,1112 S WABASH AVE ,10/06/2010,1
CEDAR HOTEL CAFE,1112-1114 N STATE ST ,08/29/2011,4
CREATIVE PLAY HOUSE,11123 S HALSTED ST ,06/25/2012,0
VINH PHAT B.B.Q.,1113-1115 W ARGYLE ST ,02/21/2014,1
CUNA  SUPPER  CLUB,1113-1115 W BELMONT AVE ,12/04/2012,3
PACKING HOUSE,1113-1115 W RANDOLPH ST ,10/02/2015,1
PACKING HOUSE,1113-1115 W RANDOLPH ST ,09/19/2014,1
KENNY'S TURKEY,11130 S HALSTED ST ,11/21/2012,0
HIT THE SPOT FAST FOOD,11137 S VINCENNES AVE ,04/11/2013,2
DOCK'S,11137 S VINCENNES AVE ,12/06/2011,2
GILBERT WOODS,11138 S HALSTED ST ,09/22/2010,5
BITTERSWEET INC,1114 W BELMONT AVE ,10/01/2015,0
ROBERTS PACKING CO,1114 W RANDOLPH ST ,10/22/2013,1
BLUE SOUL RESTAURANT,11142 S HALSTED ST ,12/13/2016,1
INS MARKET,1115 W GRANVILLE AVE ,03/01/2016,0
KEVIN'S FISH AND CHICKEN CONNECTION,11155 S VINCENNES AVE ,03/30/2010,2
19 PAUL,11155-11157 S VINCENNES AVE ,07/26/2012,5
EURA'S LLC,11155-11157 S VINCENNES AVE ,07/25/2012,0
FINESSE CUISINE,1116 N KEDZIE AVE ,05/17/2013,0
JACK'S FISH  CHICKEN & MORE,1116 S KEDZIE AVE ,01/19/2016,0
A MEHOPOULOS & G POLYMENAKOS,1116 W ARGYLE ST ,02/23/2012,0
APOLLO'S RESTAURANT,1116 W ARGYLE ST ,02/23/2012,0
LAKE BREEZE RESTAURANT,1116 W THORNDALE AVE ,05/21/2012,1
"GRANVILLE DONUTS, INC. DBA DUNKIN DONUTS",1117 W GRANVILLE AVE ,10/13/2017,0
OGGI TRATTORIA,1118 W GRAND AVE ,07/10/2015,2
AGEES PIZZERIA & GRILL,1118 W WILSON AVE ,09/15/2014,1
HING WANG,1118 W WILSON AVE ,02/10/2012,0
TAQUERIA EL COPAL,1118 W WILSON AVE ,08/07/2012,0
KITH & KIN,1119-1121 W WEBSTER AVE ,05/19/2011,2
GRACIES,1119-1121 W WEBSTER AVE ,02/08/2011,0
KITH & KIN,1119-1121 W WEBSTER AVE ,07/16/2010,1
JERK CITY,112 E 71ST ST ,04/21/2016,1
TAURUS FLAVORS OF CHATHAM,112 E 71ST ST ,10/21/2014,0
ARISTA FOODS,112 N MAY ST ,01/13/2014,2
THE ART INSTITUTE OF CHICAGO,112 S MICHIGAN AVE ,01/28/2013,1
KENMARE CATERING AND EVENTS,112 S MICHIGAN AVE ,05/21/2013,0
UNIVERSITY FOD SYSTEMS,112 S MICHIGAN AVE ,10/08/2010,0
DOCK'S,112 W 87TH ST ,04/13/2012,0
I DREAM OF FALAFEL,112 W MONROE ST ,12/20/2013,1
EPIC,112-114 W HUBBARD ST ,09/19/2016,1
EPIC,112-114 W HUBBARD ST ,07/16/2013,0
EPIC,112-114 W HUBBARD ST ,08/23/2011,2
MOLADE' CHILD DEVELOPMENT CENTER,1120 N LAMON AVE ,08/20/2014,0
MOLADE' CHILD DEVELOPMENT CENTER,1120 N LAMON AVE ,08/13/2010,0
111TH STREET OTB,11203 S CORLISS AVE ,11/23/2010,1
SUBWAY,11213 S VINCENNES AVE ,03/19/2014,1
SUBWAY,11213 S VINCENNES AVE ,02/10/2012,2
MAY STREET GROCERIES,1122 W 63RD ST ,10/31/2016,1
NEIGHBORHOOD FOOD & LIQUOR,1122 W 63RD ST ,10/31/2016,0
NEIGHBORHOOD FOOD & LIQUOR,1122 W 63RD ST ,05/20/2013,3
KIKI RESTAURANT,1122 W 95TH ST ,06/13/2012,3
WONG YEE,1122 W 95TH ST ,06/13/2012,0
KI KI CHOP SUEY,1122 W 95TH ST ,06/13/2012,0
KIKI'S CHOP SUEY,1122 W 95TH ST ,06/13/2012,0
KIKI'S CHOP SUEY,1122 W 95TH ST ,12/23/2011,1
HIPPITY HOP TINY TOT'S INC.,11223 S HALSTED ST ,03/13/2014,1
"ARAMARK EDUCATIONAL SERVICES, LLC",1125 W LOYOLA AVE ,10/01/2013,0
LULU MINI MARKET INC,11250 S MICHIGAN AVE ,03/02/2018,0
ONE STOP SHOP FOOD MART,11250 S MICHIGAN AVE ,11/10/2016,0
DA FRESH MARKET,11250 S MICHIGAN AVE ,02/08/2016,0
"FRESH GROCERY, INC",11250 S MICHIGAN AVE ,09/08/2014,0
ZALESKI & HORVATH MARKETCAFE,1126 E 47TH ST ,05/20/2014,1
MOBILE 2 GO INCORPORATED,1126 W ARGYLE ST ,05/03/2016,0
CHIU QUON INC,1127 W ARGYLE ST ,03/06/2015,1
THE GODDARD SCHOOL CHICAGO,1127 W ARMITAGE AVE ,03/20/2013,2
SUBWAY,1129 N WESTERN AVE ,07/19/2010,6
KING OF THAI NOODLES AND RICE INC.,1129 W ARGYLE ST ,07/02/2015,0
PHO BAC NAM,1129 W ARGYLE ST ,02/15/2012,0
GRAND CHINA,1129 W THORNDALE AVE ,01/12/2016,0
GRAND CHINA EXPRESS,1129 W THORNDALE AVE ,01/12/2016,0
GRAND CHINA EXPRESS,1129 W THORNDALE AVE ,08/14/2013,0
"PANDA EXPRESS, INC",113 S CLINTON ST ,11/09/2015,0
MERCER 113,113-119 W HUBBARD ST ,03/20/2012,5
K & K FOOD & LIQUOR,1130 W 51ST ST ,12/07/2012,1
SEAWORLD FOOD MARKET INC,1130 W ARGYLE ST ,10/17/2016,0
COUNTRY FOOD,11300 S WENTWORTH AVE ,09/18/2017,0
ROSE FOOD MART,11300 S WENTWORTH AVE ,09/14/2017,0
TAQUERIA IGUALA,1131 W 18th ST ,11/07/2014,2
ARGYLE EL BAKERY AND DELI,1131 W ARGYLE ST ,07/18/2014,0
YOKOZUNA,1131 W BRYN MAWR AVE ,03/06/2015,0
LITTLE BABAS FAMOUS STEAK & LEMONADE,11315 S HALSTED ST ,01/16/2015,1
MISSISSIPPI SOUL FOOD,11318 S MICHIGAN AVE ,02/28/2013,2
KATE'S THAI KITCHEN,1132 N ASHLAND AVE ,02/03/2015,2
LA PASADITA,1132 N ASHLAND AVE ,10/18/2012,3
KIN SUSHI & THAI CUISINE,1132 N MILWAUKEE AVE ,10/13/2011,6
BELLY UP SMOKEHOUSE AND SALOON,1132 S WABASH AVE ,11/09/2017,0
JUST TURKEY,1132 W BRYN MAWR AVE ,04/02/2014,0
SOFIA'S PIZZA,1132 W TAYLOR ST ,08/01/2014,0
HAROLD'S CHICKEN,1132 W WILSON AVE ,03/05/2015,1
THE BLACK SHEEP,1132-1138 W GRAND AVE ,04/17/2012,0
MAY STREET MARKET,1132-1138 W GRAND AVE ,05/19/2011,0
TASTE THAT LLC,11322 S HALSTED ST BLDG ,01/19/2010,2
M   HENRIETTA,1133 W GRANVILLE AVE ,01/28/2011,3
JIMMY JOHN'S - TAYLOR,1133 W TAYLOR ST ,03/04/2015,0
NEW GUO HUI,11342 S MICHIGAN AVE ,09/01/2015,0
NEW TEA GARDEN RESTAURANT,11342 S MICHIGAN AVE ,07/03/2014,0
CHICAGO FOOD CLUB,11346 S MICHIGAN AVE ,04/20/2015,2
CHICAGO FOOD HUB INC.,11346 S MICHIGAN AVE ,06/20/2014,1
"SOUTH CHICAGO FOOD MART,INC",11346 S MICHIGAN AVE ,06/17/2014,0
ROSELAND FOOD PLUS,11346 S MICHIGAN AVE ,05/15/2013,0
GOGO FOOD PLUS INC,11346 S MICHIGAN AVE ,06/06/2012,1
PETE'S PIZZA & ITALIAN BEEF,11346 S MICHIGAN AVE ,06/06/2012,0
GO GO FISH & STEAK,11346 S MICHIGAN AVE ,06/06/2012,0
GO GO FISH & STEAK,11346 S MICHIGAN AVE ,06/06/2012,0
G-RODS STEAK HOUSE,11346 S MICHIGAN AVE ,06/04/2012,0
PROLOGUE EARLY COLL PREP,1135 N CLEAVER ,03/14/2014,3
JORDAN J & J,1135 W 51ST ST ,12/10/2013,1
JORDAN MINI MART #2 INC.,1135 W 51ST ST ,10/25/2010,3
HOT N JUICY,1135 W 51ST ST ,10/25/2010,0
SAMS DRIVE IN,1135 W 51ST ST ,10/25/2010,0
LEO'S BEEF,1135 W 51ST ST ,10/25/2010,0
SHORE EGG CO,1135 W FULTON MARKET ,06/17/2011,1
ALL SEASONS GOURMET INC.,1135 W GRAND AVE ,01/10/2011,2
THE COFFEE SHOP,1135 W SHERIDAN RD ,12/10/2015,2
IMLA'S II,1135-1137 W 51ST ST ,07/08/2014,1
ANCOLE POPEYE'S INC,11350 S HALSTED ST ,02/02/2018,0
PARKWOOD BAPTIST CHURCH,11355 S CENTRAL PARK AVE ,09/20/2010,1
RICE ASIAN KITCHEN,1136 W THORNDALE AVE ,09/27/2013,1
M KAFE,1136 W THORNDALE AVE ,05/21/2012,1
KING FISH & CHICKEN,1137 W 51ST ST ,10/27/2011,2
RED FISH & CHICKEN GRILL,1137 W 63RD ST ,09/26/2017,1
STEAK HOUSE & GRILL INC.,1137 W 63RD ST ,12/30/2013,1
STEAK HOUSE & GRILL INC.,1137 W 63RD ST ,12/30/2013,0
PIRATES FISH & CHICKEN,1137 W 63RD ST ,03/15/2012,0
JIMS ORIGINAL J TOWN,1137 W 63RD ST ,09/20/2011,1
63RD ST MAXWELL STREET,1137 W 63RD ST ,10/06/2011,0
JIMS ORIGINAL J TOWN,1137 W 63RD ST ,01/19/2010,1
CRAZY BIRD,1138 S CALIFORNIA AVE ,07/18/2014,2
TREAT YOURSELF LLC,1138 S CALIFORNIA AVE ,06/11/2013,1
GRANDDADDY & GRANDSON RESTAURANT,1138 S CALIFORNIA AVE ,11/16/2010,0
"LOVELY, TOO: A BAKE SHOP",1138 W BRYN MAWR AVE ,04/10/2017,0
FLOURISH BAKERY CAFE,1138 W BRYN MAWR AVE ,09/11/2012,0
CONFECTION DIVA INCORPORATED,1138 W BRYN MAWR AVE ,09/11/2012,0
KATHERINE ANNE CONFECTIONS,1138 W BRYN MAWR AVE ,07/25/2011,1
7-ELEVEN,1138 W WILSON AVE ,01/27/2011,2
RA SUSHI,1139 N STATE ST ,03/29/2016,2
BEN'S NOODLES & RICE,1139 W BRYN MAWR AVE ,05/16/2017,0
ROMAN BAKERY NO.2,1139 W BRYN MAWR AVE ,07/01/2013,0
FAIRWAYS,1139-1141 W ARMITAGE AVE ,11/05/2013,3
TACO BURRITO KING,114 W CHICAGO AVE ,07/28/2015,1
TAQUERIA EL NORTE,114 W CHICAGO AVE ,12/21/2011,1
SAHEJI'S GRILL & RESTAURANT,1140 W 76TH ST BLDG ,09/13/2012,4
BELHAVEN,11401 S OAKLEY AVE ,05/13/2011,2
BANANAS FOSTER CAFE,1141 - 1147 W GRANVILLE AVE ,09/24/2012,0
PICANTE'S AUTHENTACO,1141 N ASHLAND AVE ,05/03/2016,1
LA PASADITA,1141 N ASHLAND AVE ,04/02/2012,1
MCDONALDS,11421 S HALSTED ST ,11/30/2015,3
MARTA'S RESTAURANT,1143 N CALIFORNIA AVE ,11/22/2011,2
FRUIT ISLAND,1143 N WELLS ST ,07/29/2016,1
MIRLAN & SANAT,1143 N WELLS ST ,01/21/2015,1
CAFE CENTRAL ASIA,1143 N WELLS ST ,10/10/2014,1
PASSION CAFE,1143 N WELLS ST ,10/12/2012,1
EUPHRATES CAFE,1143 N WELLS ST ,10/24/2011,1
SHARKS FISH & CHICKEN,11436 S MICHIGAN AVE ,09/02/2016,1
"PRIMARY DAY CARE,INC",11439 S MICHIGAN AVE ,06/22/2012,0
KENTUCKY FRIED CHICKEN,1144 S WESTERN AVE ,05/08/2017,0
KENTUCKY FRIED CHICKEN 521049,1144 S WESTERN AVE ,04/18/2016,0
KENTUCKY FRIED CHICKEN 200 113,1144 S WESTERN AVE ,03/16/2010,1
RITA'S PLACE,1144 W 18TH ST ,05/15/2012,2
Canteen @ Truman College,1145 W WILSON AVE ,08/14/2015,0
CHINA COURT RESTAURANT,1146 N MILWAUKEE AVE ,10/21/2015,1
CHINA LITE ORIGINAL,1146 N MILWAUKEE AVE ,03/14/2012,1
MS AIDEE FOOD MART,1146 W 69TH ST ,08/23/2012,4
RUNWAY SUBMARINE,1146 W 69TH ST ,03/20/2012,0
ropa restaurant & wine bar,1146 W PRATT BLVD ,10/18/2013,0
Chicago Ice Cream Company,1146 W PRATT BLVD ,07/31/2012,1
CAFE SURON INC.,1146 W PRATT BLVD ,02/01/2010,2
RACINE MINI MART,1147 W 18TH ST ,11/09/2011,3
GAUDI CAFE,1147 W GRAND AVE ,02/06/2015,2
MEL MARKONS,1147 W GRAND AVE ,10/18/2013,0
CHICAGO CAFE CATERERS,1147 W GRAND AVE ,04/20/2012,1
VIVA JAVA INC,1147 W GRANVILLE AVE ,09/24/2012,1
Andersen,1148 N Honore ST ,05/02/2011,1
JIMMY JOHN'S GOURMET SUBS,1148 W WILSON AVE ,03/24/2011,4
SUBWAY SUBS AND SALADS,115 E 51ST ST ,01/18/2012,2
"HAIFA ON CLINTON, INC.",115 S CLINTON ST ,05/17/2016,2
HAYFA,115 S CLINTON ST ,04/28/2011,2
IL MULINO NEW YORK,1150 N DEARBORN ST ,07/06/2011,1
ARTIST'S CAFE,1150 S WABASH AVE ,08/23/2016,1
ARTISTS CAFE,1150 S WABASH AVE ,08/23/2016,0
EXPRESS,11501 S HALSTED ST ,04/15/2013,2
CHURCH'S CHICKEN # 1053,1151 S INDEPENDENCE BLVD ,02/09/2017,0
FRULLATI CAFE & BAKERY,1151 S STATE ST ,02/05/2015,0
SOUTH LOOP FITPLEX,1151 S STATE ST ,09/25/2014,0
EAT FIT,1151 S STATE ST ,06/02/2014,0
ACE ICRE WOOD STREET,1151 S WOOD ST ,11/30/2015,2
TAYLOR STREET FOOD & LIQUOR,1152 W TAYLOR ST ,02/27/2015,1
DANY'S TACO'S,11529 S MICHIGAN AVE ,03/27/2014,1
MR. FOOD,11529 S MICHIGAN AVE ,06/13/2012,1
WOODLAWN FOOD MARTKET,1153 E 95TH ST ,07/22/2011,3
"L&L ACADEMY AND PRESCHOOL LAKEVIEW 2, CORP.",1154 W BELMONT AVE ,02/17/2015,1
PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,03/28/2017,1
1154 FULTON MARKET,1154 W FULTON MARKET ,10/16/2014,0
MANNY'S TACOS & BURRITOS,11543 S MICHIGAN AVE ,02/04/2016,2
LA CIENEGA DGO,11545 S MICHIGAN AVE ,06/20/2012,0
LAS AMERICAS,1156 N PULASKI RD ,10/01/2014,1
LAS AMERICAS FOOD& LIQUOR INC.,1156 N PULASKI RD ,08/15/2012,1
JOSEFINA'S BAKERY,1156 W 18TH ST ,08/11/2014,2
EL PARAISO BAKERY,1156 W 18TH ST ,06/25/2010,1
BROTHERS FOOD & LIQUOR,1156 W 63RD ST ,01/21/2010,4
BUTTERFLY,1156 W GRAND AVE ,10/19/2010,4
THE ORIGINAL MAXWELL STREET & MORE,1157 W 47 TH ST ,04/23/2010,2
FAMILY FOOD,1158 W 51ST ST ,02/19/2013,0
TIFFANY'S FAMILY STORE,1158 W 87TH ST ,04/26/2012,0
"THE PEOPLES CORNER STORE, INC.",1158 W 87TH ST ,04/26/2012,0
BAR CASA BLANCA,1158 W GRAND AVE ,08/26/2016,1
THE GARAGE,116 N ABERDEEN ST ,12/08/2016,0
THE HAPPY LOBSTER LLC,116 N ABERDEEN ST ,04/10/2015,1
STARBUCKS COFFEE #11719,116 S HALSTED ST ,12/03/2015,0
"RAISE UP A CHILD DAY CARE, INC",116-126 E 113TH ST ,06/18/2012,5
ACADEMY OF EARLY EDUCATION,116-126 E 113TH ST ,03/01/2011,0
POPEYES FRIED CHICKEN,1160 N CLARK ST ,02/08/2011,4
TEA GSCHWENDNER,1160 N STATE ST ,09/13/2011,1
HONEY BEAR HAM CO,1160 W GRAND AVE ,12/16/2010,5
MICHIGAN CITGO,11600-11604 S MICHIGAN AVE ,08/14/2014,0
MICHIGAN CITGO,11600-11604 S MICHIGAN AVE ,07/21/2010,4
STARBUCK'S,11601 W TOUHY AVE ,02/16/2018,0
UNITED CLUB,11601 W TOUHY AVE ,03/28/2017,0
UNITED POLARIS LOUNGE - ORD,11601 W TOUHY AVE ,03/28/2017,0
UNITED CLUB,11601 W TOUHY AVE ,03/27/2017,0
ARGO TEA,11601 W TOUHY AVE ,05/22/2017,0
"UNITED FIRST INTERNATIONAL LOUNGE T1,CONCOURSE C",11601 W TOUHY AVE ,10/20/2017,0
AMERICAN AIRLINES,11601 W TOUHY AVE ,04/20/2017,0
ARAMARK AT UNITED AIRLINES,11601 W TOUHY AVE ,07/17/2017,0
UNITED GLOBAL FIRST CLASS LOUNGE,11601 W TOUHY AVE ,10/12/2017,0
HILTON O'HARE,11601 W TOUHY AVE ,08/08/2017,0
"ANDIAMO'S O'HARE, LLC",11601 W TOUHY AVE ,02/07/2017,0
AMERICAN AIRLINES,11601 W TOUHY AVE ,08/03/2017,0
"WOLFGANG PUCK, T-3",11601 W TOUHY AVE ,08/29/2016,0
Gategourmet,11601 W TOUHY AVE ,09/28/2016,0
Gategourmet,11601 W TOUHY AVE ,10/27/2016,0
SODEXO AMERICA LLC,11601 W TOUHY AVE ,09/26/2016,0
WINDY CITY CARVERS,11601 W TOUHY AVE ,10/24/2016,0
UNITED CLUB,11601 W TOUHY AVE ,02/22/2016,0
AUNTIE ANNE'S,11601 W TOUHY AVE ,10/21/2016,0
TERMINAL 2 KIOSK,11601 W TOUHY AVE ,07/21/2016,0
UNITED CLUB,11601 W TOUHY AVE ,05/17/2016,0
MCDONALD'S,11601 W TOUHY AVE ,11/14/2016,0
McDonald's,11601 W TOUHY AVE ,11/14/2016,0
MCDONALD'S,11601 W TOUHY AVE ,11/14/2016,0
McDonald's,11601 W TOUHY AVE ,10/14/2016,0
HOST INTERNATIONAL INC,11601 W TOUHY AVE ,08/11/2016,0
MCDONALD'S,11601 W TOUHY AVE ,09/09/2016,0
"UNITED CLUB ,T-1  CONCOURSE C",11601 W TOUHY AVE ,06/29/2015,0
HUDSON NEWS,11601 W TOUHY AVE ,06/23/2015,0
"UNITED CLUB,TERMINAL 1 CONCOURSE B SOUTH",11601 W TOUHY AVE ,11/20/2015,0
NATURAL BREAK,11601 W TOUHY AVE ,08/17/2015,0
FRESH ON THE FLY,11601 W TOUHY AVE ,08/17/2015,0
FRESH ON THE FLY,11601 W TOUHY AVE ,11/16/2015,0
HUDSON NEWS GATE K 11,11601 W TOUHY AVE ,07/06/2015,0
ICE BAR,11601 W TOUHY AVE ,12/30/2014,0
BEAUDEVIN WINE BAR,11601 W TOUHY AVE ,12/30/2014,0
