,business_name,address,inspection_date,years_alive
8929,"TONO TACOS, INC",6102 W DIVERSEY AVE ,11/30/2012,1
8930,Chicago's Best Tacos & Wing's,6102 W DIVERSEY AVE ,12/12/2011,1
8931,LOS ARCOS PIZZERIA,6102 W DIVERSEY AVE ,11/08/2010,1
8932,LOS ARCOS PIZZERIA,6102 W DIVERSEY AVE ,11/05/2010,0
8933,"BORDERS BOOKS, MOVIES, MUSIC, CAFE",6103 N LINCOLN AVE ,12/01/2010,1
8934,"TONO TACOS, INC.",6104 W DIVERSEY AVE ,06/25/2013,4
8935,LA BOTANA,6104 W DIVERSEY AVE ,09/19/2013,0
8936,LA BOTANA INC.,6104 W DIVERSEY AVE ,04/09/2013,0
8937,YESHIVES  TEFERIS  TZVI,6106-6122 N CALIFORNIA AVE ,05/18/2015,1
8938,DUE AMICI PIZZERIA,6107 W ADDISON ST ,10/25/2012,2
8939,ECO PIZZA,6107 W ADDISON ST ,10/18/2010,2
8940,STARBUCKS #17743,6108 N WESTERN AVE ,05/23/2013,2
8941,PJ'S FISH & CHICKEN,611 N CICERO AVE ,02/26/2014,2
8942,CHICAGO FOOD KING/COME AND GET IT,611 N CICERO AVE ,10/27/2010,4
8943,COME & GET IT,611 N CICERO AVE ,10/22/2010,0
8944,EAST COAST PANTRY,611 S WELLS ST ,10/10/2012,0
8945,CAMPECH CORPORATION,6112 N LINCOLN AVE ,12/11/2012,2
8946,Campeche Cuisine,6112 N LINCOLN AVE ,12/11/2012,0
8947,SUPERMERCADO EL BARRIO,6115 S KEDZIE AVE ,04/19/2013,2
8948,"CARNICERIA LA CANADA, INC",6115 S KEDZIE AVE ,03/22/2012,1
8949,ROZANA,6118-6120 N LINCOLN AVE ,06/18/2013,1
8950,INFUSION CAFE,6118-6120 N LINCOLN AVE ,12/17/2012,0
8951,ETHIOPIAN DIAMOND RESTAURANT,6120-6122 N BROADWAY ,10/18/2013,0
8952,EARLE ELEMENTARY,6121 S Hermitage (1732W) ,04/27/2010,3
8953,ENGLEWOOD MARATHON,6124 S ASHLAND AVE ,04/04/2013,3
8954,KRISPY KRUNCHY CHICKEN,6124 S ASHLAND AVE ,07/11/2012,1
8955,EATMORE GRILL,6124 S ASHLAND AVE ,11/04/2011,0
8956,SEASHELL FISH & CHICKEN,6124 S ASHLAND AVE ,09/21/2010,0
8957,MARATHON FOOD MART,6124 S ASHLAND AVE ,09/21/2010,0
8958,ENGLEWOOD MARATHON,6124 S ASHLAND AVE ,09/21/2010,0
8959,SIP 'N' BITE,6124 S ASHLAND AVE ,09/21/2010,0
8960,GUACAMOLE INC.,6124 S ASHLAND AVE ,05/17/2010,0
8961,OLD COUNTRY BUFFET,6125 N LINCOLN AVE ,03/11/2014,2
8962,THOMAS DOFNIS,6128 N PULASKI RD ,03/02/2011,2
8963,HANDCUT FOODS,613 W BITTERSWEET PL ,03/24/2015,2
8964,KITCHEN 17 LLC,613 W BRIAR PL ,09/29/2014,3
8965,MY  YOGURT,613 W BRIAR PL ,12/19/2012,2
8966,CUPCAKES,613 W BRIAR PL ,12/18/2012,0
8967,CUPCAKES,613 W BRIAR PL ,12/18/2012,0
8968,FALAFIL  SHACK,6130 N RAVENSWOOD AVE ,07/20/2012,0
8969,FALAFIL  SHACK,6130 N RAVENSWOOD AVE ,09/20/2011,1
8970,DUFF'S DOGS,6132 N NORTHWEST HWY ,02/16/2012,1
8971,FRANK'S  FRANKS,6132 N NORTHWEST HWY ,02/16/2012,0
8972,FRANK'S  FRANKS,6132 N NORTHWEST HWY ,02/16/2012,0
8973,FRANK'S  FRANKS,6132 N NORTHWEST HWY ,06/11/2012,0
8974,Chill Out's Ice Cream Parlor,6132 N NORTHWEST HWY ,10/04/2012,0
8975,TOUCH BY AN ANGEL,6134-38 W NORTH AVE ,01/16/2015,1
8976,TAMARIND,614 S WABASH AVE ,08/18/2016,1
8977,PANZ,614 W DIVERSEY PKWY ,08/19/2013,4
8978,PIZZA PERSONA,614 W DIVERSEY PKWY ,06/07/2011,2
8979,ALADDIN'S EATERY,614 W DIVERSEY PKWY ,11/04/2011,0
8980,Trattoria Caterina,614-618 S Dearborn ST ,04/06/2010,3
8981,NOSTALGIA,6140 W BELMONT AVE ,07/06/2017,0
8982,DK CAFE,6140 W BELMONT AVE ,11/02/2010,2
8983,LE PITA,6141 N BROADWAY ,12/17/2014,2
8984,CJ'S GRILL,6141 N BROADWAY ,10/04/2013,0
8985,CHICAGO ALMAS INC,6141 N BROADWAY ,10/04/2013,0
8986,AJ'S GRILL,6141 N BROADWAY ,07/22/2010,3
8987,HOMESTEAD,6144 N LINCOLN AVE ,12/27/2012,2
8988,FISKE,6145 S Ingleside (932E) ,09/24/2012,1
8989,"CHICAGO PIZZA & CONES, INC.",6149 N MILWAUKEE AVE ,09/16/2011,2
8990,La Michoacana Natural,6149 W Grand AVE ,09/27/2013,2
8991,AVEC,615 W RANDOLPH ST ,03/31/2016,1
8992,KNOWLEDGE HARBOR ACADEMY,615 W WELLINGTON AVE ,08/07/2012,3
8993,THE RUSTY ARMADILLO GRILL & CANTINA,6154 N MILWAUKEE AVE ,01/11/2013,2
8994,POPEYE'S CHICKEN RESTAURANT,616 E 103RD ST ,02/13/2018,0
8995,JJ'S GRILL,616 E 79TH ST ,09/10/2014,1
8996,JJ'S GRILL,616 E 79TH ST ,04/18/2013,1
8997,QUENCH THE CAFE,616 E 79TH ST ,09/16/2013,0
8998,QUENCH THE DINER,616 E 79TH ST ,01/31/2012,1
8999,"WEST SIDE CORNER STORE, INC",616 S PULASKI RD ,12/02/2016,0
9000,PANERA CARES,616 W DIVERSEY PKWY ,07/11/2014,1
9001,PANERA BREAD,616 W DIVERSEY PKWY ,08/12/2013,0
9002,SUSUPUATO RESTAURANT & TAQUERIA,6161 N BROADWAY ,04/04/2017,0
9003,"THE ORIGINAL ROMA BEEF & PIZZA, INC",6161 N MILWAUKEE AVE ,01/08/2013,1
9004,"THE ORIGINAL ROMA, INC.",6161 N MILWAUKEE AVE ,05/03/2011,2
9005,NORWOOD HEALTHMART DRUGS,6165 N NORTHWEST HWY ,02/10/2017,0
9006,"NORTHWEST FRESH MARKET, LLC",6165 N NORTHWEST HWY ,07/31/2013,2
9007,Dish,6169-6171 N Northwest HWY ,09/27/2016,0
9008,"CHICAGO SAVE WAY,INC.",617 E 67TH ST ,01/05/2011,0
9009,DOLLAR & BEAUTY,617 N CICERO AVE ,09/22/2017,0
9010,KAN ZAMAN RESTAURANT,617 N WELLS ST ,02/18/2014,2
9011,OLIVE BRANCH,617 N WELLS ST ,11/07/2011,1
9012,GOOD EARTH MARKET,6190 S ARCHER AVE ,12/15/2014,0
9013,THE EGG STORE INC,6190 S ARCHER AVE ,04/28/2011,3
9014,SUBWAY,62 E JACKSON BLVD ,08/24/2012,1
9015,ROSELAND COMMUNITY GOOD NEWS DAYCARE,62 W 111TH PL ,08/08/2013,2
9016,7-ELEVEN #33768H,6200 N SAYRE AVE ,08/26/2014,1
9017,JJ FISH/CHICKEN & MOMO'S STEAK,6201 S ASHLAND AVE ,06/25/2012,0
9018,Englewood  (H/S),6201 S Stewart (400W) ,02/09/2011,1
9019,Lucky Taco,6204 W NORTH AVE ,06/21/2012,1
9020,CATHY'S ULTIMATE SOUL FOOD,6204 W NORTH AVE ,11/04/2011,1
9021,KARLA'S KITCHEN,6204 W NORTH AVE ,04/26/2010,1
9022,Woods,6206 S Racine (1200W) ,11/09/2011,2
9023,LA LUNA #2,6209 W DIVERSEY AVE ,06/22/2011,0
9024,SALERO,621-623 W RANDOLPH ST ,01/13/2015,0
9025,SALERO,621-623 W RANDOLPH ST ,01/08/2015,0
9026,NORTHSTAR COFFEE,6211 N LINCOLN AVE ,09/27/2011,5
9027,QUITE FRANKLY LTD,6211 N LINCOLN AVE ,09/22/2011,0
9028,ROCIO'S GROCERY,6214 W DIVERSEY AVE ,06/04/2012,0
9029,PARISIS DRIVE IN,6216 W 63RD ST ,09/22/2016,0
9030,"T & M MARKET, INC.",6218 S WESTERN AVE ,09/19/2013,0
9031,WHO DAT SOUL FOOD RESTAURANT INC,622 E 71ST ST ,06/10/2013,2
9032,THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
9033,THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
9034,THE BLACK WOK,622 E 71ST ST ,06/10/2013,0
9035,BROTHER TIM'S VEGETARIAN FAST FOOD'S,622 E 71ST ST ,01/03/2012,1
9036,THE BURGER BAR,622 E 71ST ST ,12/22/2011,1
9037,GO GO RESTAURANT,6220 S WESTERN AVE ,05/26/2016,1
9038,WING HONG CHOP SUEY RESTAURANT,6220 S WESTERN AVE ,10/27/2014,1
9039,"V. JIANG, INC.",6220 S WESTERN AVE ,04/16/2014,0
9040,CITI BELLES,6221 N CLARK ST ,05/19/2016,1
9041,WAZOBIA AFRICAN CUISINE INC.,6221 N CLARK ST ,04/07/2014,0
9042,BANADIR RESTURANT,6221 N CLARK ST ,08/28/2012,1
9043,WAZOBIA AFRICAN CUISINE,6221 N CLARK ST ,08/28/2012,0
9044,BANADIR RESTAURANT,6221 N CLARK ST ,05/15/2012,0
9045,TOUCH BY AN ANGEL DAYCARE II,6224 W NORTH AVE ,11/15/2012,4
9046,Zaqorta,6226 N Pulaski RD ,10/26/2010,3
9047,MB FOODS,623 E 67TH ST ,12/12/2013,2
9048,623 Wabash,623 S WABASH AVE ,10/27/2014,1
9049,CAFE UNIVERSITY-623 S WABASH,623 S WABASH AVE ,11/25/2013,1
9050,COLUMBIA COLLEGE,623 S WABASH AVE ,03/22/2013,0
9051,623 Wabash,623 S WABASH AVE ,04/01/2013,0
9052,623 WABASH,623 S WABASH AVE ,09/26/2011,2
9053,"M.H.R.,L.L.C.",623 S WABASH AVE ,08/16/2010,0
9054,CHICAGO FIRE MARKET,623 W 31ST ST ,09/17/2012,3
9055,DKelly Restaurant,623 W RANDOLPH ST ,08/19/2014,0
9056,U.S. MARKET,6230 S ASHLAND AVE ,10/03/2012,3
9057,SUBWAY,6230 S ASHLAND AVE ,10/03/2012,0
9058,SUBWAYS,6230 S ASHLAND AVE ,10/03/2012,0
9059,SUBWAY,6230 S ASHLAND AVE ,10/03/2012,0
9060,SUBWAY,6230 S ASHLAND AVE ,06/22/2011,1
9061,THE PITA KING,6234 N CALIFORNIA AVE ,05/20/2016,1
9062,"Burger Hub, Inc.",6234 N CALIFORNIA AVE ,12/10/2013,3
9063,JOE'S  JJJ  DAWG  RANCH,6234 N CALIFORNIA AVE ,12/23/2011,2
9064,HOT RED GRILL,6235-6237 N WESTERN AVE ,06/07/2013,1
9065,IT'S A GOOD FEELING,6236 S PULASKI RD ,12/09/2015,0
9066,MS. VETTS WAY CORP,6237 N WESTERN AVE ,04/07/2010,6
9067,STONE GRILL,6237 S HALSTED PKWY ,12/14/2017,0
9068,KRISPY'S SEAFOOD & CHICKEN,6237 S HALSTED PKWY ,02/23/2016,0
9069,SHARKS FISH AND CHICKEN,6237 S HALSTED PKWY ,11/24/2015,0
9070,SUBWAY,6237 S HALSTED PKWY ,07/24/2012,3
9071,LONG TUNG CHINESE KITCHEN,6237 S HALSTED PKWY ,06/27/2011,1
9072,SUBWAY,6237 S HALSTED PKWY ,09/02/2011,0
9073,SALUD  Y  VIDA,6239 N CLARK AVE ,10/11/2011,1
9074,CHINA EXPRESS,6239 S ASHLAND AVE ,04/06/2011,3
9075,SALATINO'S,624-626 S RACINE AVE ,11/18/2010,3
9076,"NAS FOOD MARKETET, INC",6240 S DAMEN AVE ,12/05/2014,0
9077,THIEN NOODLE RESTAURANT,6241 N CLARK ST ,08/23/2013,0
9078,HARRY'S GRILL,6241 S ASHLAND AVE ,11/13/2013,3
9079,HAROLD'S CHICKEN SHACK #4B,6241 S ASHLAND AVE ,11/14/2011,2
9080,CAMARON VAQUERO INC.,6242 S PULASKI RD ,12/16/2013,3
9081,RESTAURANTE Y TAQUERIA LOS PAYASOS,6242 S PULASKI RD ,08/23/2011,2
9082,ITALIAN VILLA PIZZA INC,6242 S PULASKI RD ,07/07/2011,0
9083,CARIBBEAN JERK & SOUL FOOD,6242 S WESTERN AVE ,10/17/2012,1
9084,SAIGON BISTRO,6242-6244 N CALIFORNIA AVE ,10/14/2011,2
9085,LOS PINOS INC,6243 N WESTERN AVE ,02/15/2012,1
9086,6243 WESTERN INC.,6243 N WESTERN AVE ,02/15/2012,0
9087,ARBELA RESTAURANT,6243 N WESTERN AVE ,02/07/2012,0
9088,AM PM FOOD MART,6244 S WESTERN AVE ,07/23/2014,2
9089,STEVEN'S CAFE,6246 N WESTERN AVE ,05/30/2013,1
9090,THE BUNGALOW CAFE,6247 N MILWAUKEE AVE ,02/26/2014,0
9091,HONG KONG BUFFET CORPORATION,6249 N MCCORMICK RD ,02/14/2017,0
9092,"MYRIAD SERVICES, INC",625 N MICHIGAN AVE ,12/20/2011,5
9093,OM SHOPPERS,625 N MICHIGAN AVE ,12/08/2010,1
9094,DAVIDSON HOTEL COMPANY,625 S ASHLAND AVE ,09/25/2014,1
9095,MORGAN QUICK MART INC.,6250 S MORGAN ST ,10/09/2012,0
9096,PURE CAFE,6251 N MCCORMICK RD ,07/25/2012,5
9097,PAK SUB,6252 S ASHLAND AVE ,03/07/2014,0
9098,PAK SUBMARINE,6252 S ASHLAND AVE ,07/03/2014,0
9099,KILMANJARO RESTAURANT,6258 N CLARK ST ,08/22/2013,0
9100,KILMANJARO RESTAURANT,6258 N CLARK ST ,10/23/2012,1
9101,JUBBA RESTAURANT,6258 N CLARK ST ,10/16/2012,0
9102,SIRAD,6258 N CLARK ST ,10/16/2012,0
9103,LITTLE QUIAPO RESTAURANT,6259 N MCCORMICK RD ,08/02/2016,0
9104,QUARTINO,626 N STATE ST ,04/01/2010,4
9105,BURGER KING # 215,6261 N LINCOLN AVE ,03/30/2010,3
9106,KAM KONG CAFE,6261 N MCCORMICK RD ,06/08/2012,3
9107,KEN FONG INC,6261 N MCCORMICK RD ,11/22/2010,2
9108,BURGER KING #215,6261-6265 N LINCOLN AVE ,03/19/2013,2
9109,UNCLE'S RESTAURANT,6263 N MCCORMICK RD ,09/26/2011,0
9110,7-ELEVEN,627 W JACKSON BLVD ,08/10/2010,3
9111,WHITE HEN PANTRY,627 W JACKSON BLVD ,08/05/2010,0
9112,WHITE HEN PANTRY #0-0201-3,628 W FULTON ST ,10/15/2012,0
9113,"ROSIE'S GRILL, INC",63 E HARRISON ST ,01/20/2015,2
9114,"ROSIE'S GRILL, INC",63 E HARRISON ST ,05/17/2011,4
9115,SUBWAY SANDWICH,630 S CLARK ST ,08/27/2013,2
9116,ASTORIA PLACE LIVING AND REHAB,6300 N CALIFORNIA AVE ,03/25/2011,3
9117,WEST RIDGE REHABILITATION CENTER,6300 N CALIFORNIA AVE ,04/01/2011,0
9118,BISMILLAH RESTAURANT,6301 N RIDGE AVE ,10/16/2012,3
9119,PRINCE 1,6301 S RICHMOND ST ,06/23/2014,1
9120,YOYO FOOD MART,6301 S RICHMOND ST ,02/07/2012,2
9121,RICHMOND FOOD MART,6301 S RICHMOND ST ,02/03/2012,0
9122,BUGSY'S,6301 S WESTERN AVE ,07/22/2014,1
9123,2001 GAS CENTRAL,6308 N CENTRAL AVE ,11/02/2017,0
9124,WILLIAM'S PRODUCE,6309 W GRAND AVE ,03/08/2013,0
9125,CARNICERIA SANTIAGO PAPASQUIAR,6309 W GRAND AVE ,02/18/2011,0
9126,NOORA CAFE,6310 N WESTERN AVE ,11/15/2013,3
9127,DANNY SOCCER CLUB,6310 N WESTERN AVE ,06/07/2013,0
9128,ASHOR CAFE,6310 N WESTERN AVE ,08/16/2011,0
9129,ASHOR CAFE,6310 N WESTERN AVE ,08/15/2011,0
9130,AFC SUSHI@DOMINICK'S #1113,6312 N NAGLE AVE ,11/06/2014,0
9131,DOMINICK'S # 113/1113,6312 N NAGLE AVE ,06/18/2013,1
9132,EDEN'S HOUSE,6313-6323 N PULASKI RD ,02/04/2013,0
9133,ASSYRIAN SOCIAL CLUB,6313-6323 N PULASKI RD ,09/08/2011,2
9134,Eden's House INC.,6313-6323 N Pulaski RD ,07/27/2010,3
9135,"JESSIE GROCERY,INC.",6317 S DR.MARTIN LUTHER KING DR ,08/17/2015,1
9136,PALETERIA CARRUCEL,6317 W GRAND AVE ,09/18/2014,1
9137,AWIL MOHAMED ERIC,6319 N RIDGE AVE ,11/07/2017,0
9138,LIIDO GRILL,6319 N RIDGE AVE ,02/11/2016,0
9139,BULSHO COFFEE SHOP,6319 N RIDGE AVE ,08/15/2013,0
9140,SOM MASHA ALLAH  GRILL,6319 N RIDGE AVE ,12/12/2012,1
9141,FLYING WOK INC.,6319 S DR MARTIN LUTHER KING JR DR ,08/21/2015,1
9142,FLYING WOK INC.,6319 S DR MARTIN LUTHER KING JR DR ,12/16/2014,0
9143,YU'S CHINESE KITCHEN,6319 S DR MARTIN LUTHER KING JR DR ,06/07/2013,0
9144,YEO INN CORP,6320 N LINCOLN AVE ,09/18/2013,0
9145,JANG MO NIM RESTAURANT,6320 N LINCOLN AVE ,09/18/2013,0
9146,KABAB CUISINE 2,6320 N LINCOLN AVE ,02/14/2013,0
9147,JUNG DONG RESTAURANT,6320 N LINCOLN AVE ,09/12/2011,2
9148,ALCATRAZ INCORPORATED,6320 N LINCOLN AVE ,09/01/2011,0
9149,POPEYES FRIED CHICKEN REST,6321 N LINCOLN AVE ,10/01/2012,3
9150,PRAISE CHICAGO,6321 S HALSTED ST ,02/20/2015,1
9151,DIAMOND GROCERY & VIDEO,6322 N BROADWAY ,06/04/2012,1
9152,EDGEBROOK COFFEE SHOP,6322 N CENTRAL AVE ,05/02/2013,0
9153,MEMOS TACOS INC,6322 W GRAND AVE ,05/22/2014,1
9154,LA CASITA TAMALES,6322 W GRAND AVE ,12/20/2010,1
9155,TONY'S KITCHEN INC,6325 S CENTRAL AVE ,01/05/2017,1
9156,ERIE FOOD MART,633 N CICERO AVE ,03/05/2015,2
9157,Erie Food Mart Meat and Produce,633 N CICERO AVE ,11/13/2012,3
9158,JUST IN TIME GROUP CORP,633 N CICERO AVE ,09/26/2011,1
9159,YO MAMAS PIZZA,633 N CICERO AVE ,09/16/2010,1
9160,"KING ROOSTER, LLC",633 N CICERO AVE ,09/09/2010,0
9161,DRAFTFCB,633 N ST CLAIR ST ,07/25/2013,0
9162,WYNDHAM CHICAGO HOTEL,633 N ST CLAIR ST ,12/19/2011,1
9163,WYNDHAM CHICAGO HOTEL,633 N ST CLAIR ST ,10/06/2011,0
9164,GINO'S EAST PIZZERIA,633 N WELLS ST ,03/08/2012,1
9165,LAKESIDE BOARDING HOME,6330 N SHERIDAN RD ,03/10/2010,2
9166,Clinton Annex,6330 N Washetnaw (2732W) ,02/23/2010,1
9167,BIRRIERIA DE LA TORRE,6330 S PULASKI RD ,08/24/2016,1
9168,JOSE NIETO BUSTAMANTE,6330 S PULASKI RD ,07/07/2015,1
9169,"TACO BAR, INC.",6330 S PULASKI RD ,03/27/2013,2
9170,FRESH 2 U CAFE,6330 S STONY ISLAND AVE ,07/23/2012,1
9171,TASTE DISCO & STEAK HOUSE,6331 S LOWE AVE ,08/02/2012,0
9172,DIALONIT WIRELESS CAFE,6333 N CLARK ST ,12/29/2016,0
9173,GOLDEN BUCKS,6333 N CLARK ST ,05/20/2013,3
9174,MCDONALD'S RESTAURANT,6336 S ASHLAND AVE ,06/02/2016,1
9175,"RESTAURANTE KAPEEKOO, INC.",6336 S PULASKI RD ,01/22/2013,0
9176,NEW ZAIQA RESTAURANT,6339 N CALIFORNIA AVE ,02/14/2012,0
9177,"MAXWELL GRILL, INC",6339 N CALIFORNIA AVE ,03/10/2011,1
9178,TA'BOUN,6339 N CALIFORNIA AVE ,05/28/2010,1
9179,POPEYES,6340 N BROADWAY ,01/27/2017,0
9180,POPEYES FRIED CHICKEN REST,6340 N BROADWAY ,05/05/2016,0
9181,Chartwells @ Kennedy King College ARTIUM CAFE,6343 S HALSTED ST ,07/24/2014,1
9182,AL'S PIZZA,6344 W IRVING PARK RD ,10/09/2012,4
9183,CAFFE ROMA,6346 W IRVING PARK RD ,08/04/2011,0
9184,CAFFE ROMA,6346 W IRVING PARK RD ,10/06/2010,1
9185,"TONY,S CHINESE & AMERICAN RESTAURANT",6347 W GRAND AVE ,08/21/2015,1
9186,HYDERABAD KABAB CORNER INC.,6348 N ARTESIAN AVE ,09/15/2015,2
9187,"KHAJA NAWAZ INC.,",6348 N ARTESIAN AVE ,11/04/2013,1
9188,Adam 2 Cafe,6348 N CLAREMONT AVE ,09/18/2013,0
9189,NINEVEH CAFE,6348 N CLAREMONT AVE ,09/18/2013,0
9190,ATOUR FOOD GROCERY & GIFTS,6348 N CLAREMONT AVE ,07/09/2012,1
9191,DELUXE DINER,6349 N CLARK ST ,06/08/2015,1
9192,"SIMPLY SOUP, SALAD AND SANDWICHES",635 E 47TH ST ,09/17/2010,4
9193,PANERA BREAD,635 N FAIRBANKS CT ,06/25/2014,3
9194,"RIO MART, INC.",6350 N OAKLEY AVE ,01/22/2013,4
9195,OAKLEY MINIMART,6350 N OAKLEY AVE ,10/03/2012,1
9196,CONDOR  CAFE,6350 N OAKLEY AVE ,11/10/2011,1
9197,BURGER KING #12663,6350 S CICERO AVE ,05/06/2013,2
9198,BURGER KING # 12663,6350 S CICERO AVE ,08/29/2011,2
9199,JOHNSON COLLEGE PREP,6350 S Stewart (400W) ,03/14/2013,0
9200,Reed,6350 S Stewart (400W) ,03/14/2013,0
9201,THE BALLROOM,6351-6359 S COTTAGE GROVE AVE ,11/01/2011,2
9202,Subway Sandwiches & Salads,6352 N Milwaukee AVE ,01/14/2011,6
9203,BEST NAAN,6352 N OAKLEY AVE ,06/09/2017,0
9204,CHICAGO BEST NAAN,6352 N OAKLEY AVE ,11/10/2011,6
9205,BHABI'S KITCHEN,6352 N OAKLEY AVE ,11/10/2011,0
9206,BHABI'S KITCHEN,6352 N OAKLEY AVE ,02/17/2010,1
9207,ASIAN KITCHEN,6352 W IRVING PARK RD ,04/19/2012,2
9208,NEW  CHINA,6352 W IRVING PARK RD ,10/19/2010,2
9209,OAKLEY EXPRESS,6354 N OAKLEY AVE ,09/27/2011,3
9210,NICK'S DRIVE INN,6355 N PULASKI RD ,04/18/2011,2
9211,RAYEES CAFE,6355 N WESTERN AVE ,10/15/2012,1
9212,McDONALDS,6355 S DR MARTIN LUTHER KING JR DR ,07/21/2014,2
9213,CVS/PHARMACY #1676,6355 W BELMONT AVE ,11/09/2011,6
9214,SAMMY'S,6359 S DR MARTIN LUTHER KING JR DR ,07/13/2015,0
9215,WIL BUR'S RED HOTS,6359 W MONTROSE AVE ,02/14/2011,2
9216,COCO PAZZO CAFE,636 N ST CLAIR ST ,06/24/2016,1
9217,"HAROLD'S ON WABASH,INC.",636 S WABASH AVE ,10/29/2014,2
9218,HAROLD'S CHICKEN SHACK,636 S WABASH AVE ,10/18/2010,0
9219,AJOYS GAS DEPOT,6367 N MILWAUKEE AVE ,01/18/2013,4
9220,"LULU FOOD MART, INC.",637 E 79TH ST ,06/22/2015,1
9221,SEVEN FOOD,637 E 79TH ST ,07/24/2012,1
9222,ED DEBEVIC'S,640 N WELLS ST ,01/26/2015,1
9223,ED'S RESTAURANT CORP,640 N WELLS ST ,07/21/2011,1
9224,JOZO'S,6400 S CICERO AVE ,10/20/2017,0
9225,BURGER KING #,6400 W FULLERTON AVE ,06/07/2016,0
9226,BURGER KING #6358,6400 W IRVING PARK RD ,08/21/2014,1
9227,BLAZE N GRILL CORP.,6400-6406 N MILWAUKEE AVE ,05/19/2016,0
9228,TACO MADRE,6401 W ADDISON ST ,09/08/2016,0
9229,BIG-RED'S-YO-JOE'S,6401 W ADDISON ST ,07/23/2015,1
9230,CIRCLE G CONVENIENT STORE,6401 W BELMONT AVE ,11/21/2017,0
9231,AL DORA COFFEE SHOP,6404 N CALIFORNIA AVE ,12/18/2012,1
9232,STEVE KABOB,6404 N CALIFORNIA AVE ,12/18/2012,0
9233,STEVE KABOB,6404 N CALIFORNIA AVE ,12/18/2012,0
9234,LITTLE  JOHN,6404 N CALIFORNIA AVE ,12/18/2012,0
9235,STEVE KABOB,6404 N CALIFORNIA AVE ,03/21/2011,0
9236,MAXWELL STREET POLISH & GYROS,6404 N CALIFORNIA AVE ,03/21/2011,0
9237,NOOR RESTAURANT & HUSNA CATERING,6404 N CALIFORNIA AVE ,03/21/2011,0
9238,SHAWARMA INN II,6404 N CALIFORNIA AVE ,03/11/2011,0
9239,MAWA PARADISE,6406-6408 N OAKLEY AVE ,01/17/2017,0
9240,TAJ MAHAL RESTAURANT,6406-6408 N OAKLEY AVE ,11/13/2017,0
9241,MARS PARADISE,6406-6408 N OAKLEY AVE ,01/12/2015,0
9242,HALAL GRILL,6407 N BELL AVE ,07/22/2016,0
9243,BBQ HALAL GRILL INC.,6407 N BELL AVE ,03/03/2016,0
9244,ABUELOS TACOS,6407 N BELL AVE ,10/16/2013,1
9245,NOHADRA COFFEE SHOP,6407 N BELL AVE ,10/16/2013,0
9246,KIRKUK CAFE,6407 N BELL AVE ,01/15/2013,0
9247,Carnivore Company,6407 N BELL AVE ,03/16/2011,2
9248,FISH CORNER,6408-6410 N CAMPBELL AVE ,01/25/2012,1
9249,FISH CORNER,6408-6410 N CAMPBELL AVE ,01/25/2012,0
9250,SUNDARBAN'S FISH BAR,6409 N BELL AVE ,11/06/2014,3
9251,SOUL FOOD HEAVEN,641 E 75TH ST ,09/21/2017,0
9252,SHIRLEY SOUL FOOD AND CATERING,641 E 75TH ST ,02/18/2015,1
9253,C'EST SI BON LTD.,641-643 E 47TH ST ,03/09/2012,2
9254,BANDE NAWAZ CAFE,6410 N CAMPBELL ,02/24/2017,0
9255,jaihind restaurant,6410-12 N CLAREMONT AVE ,10/16/2013,0
9256,CHAT HOUSE,6410-12 N CLAREMONT AVE ,10/16/2013,0
9257,GULSHAN ENTERPRISES,6410-12 N CLAREMONT AVE ,07/12/2012,1
9258,FLUFFY TURTLE CAFE INC,6410-12 N CLAREMONT AVE ,12/27/2011,0
9259,MEL'S BIG MOUTH BEEF RESTAURANT,6410-12 N CLAREMONT AVE ,02/22/2010,1
9260,CAFE RENEE,6411 W 63RD ST ,04/04/2012,3
9261,CAFE RENEE INC,6411 W 63RD ST ,12/28/2011,1
9262,Serenity Cafe Inc.,6413 N Kinzua AVE ,03/17/2017,1
9263,Essence Med Spa & Wellness Center,6413 N Kinzua AVE ,11/12/2015,2
9264,Essence Med Spa & Wellness Center,6413 N Kinzua AVE ,08/18/2011,4
9265,NEW HOPE  LUTHERAN SCHOOL,6416 S Washtenaw (2700W) ,10/15/2014,2
9266,NEW HOPE  LUTHERAN SCHOOL,6416 S Washtenaw (2700W) ,12/16/2011,2
9267,RESTAURANT EL SOL DE MEXICO IN,6418 N WESTERN AVE ,09/07/2010,2
9268,HAROLDS CHICKEN #2,6419 S COTTAGE GROVE AVE ,05/13/2015,2
9269,HAROLD'S CHICKEN SHACK #2,6419 S COTTAGE GROVE AVE ,08/29/2012,1
9270,FAMLY DOLLAR STORE #6651,642 E 47TH ST ,05/31/2012,0
9271,MCDONALDS #7069,6420 S CICERO AVE ,12/16/2014,1
9272,ABOUNDANCE OF LOVE DAY CARE,6420-6422 S COTTAGE GROVE AVE ,07/24/2015,2
9273,"M L K GROCERY,INC.",6421 S DR MARTIN LUTHER KING JR DR ,09/30/2015,2
9274,MERMAID FISH & CHICKEN,6421 S DR MARTIN LUTHER KING JR DR ,11/04/2015,0
9275,EDY'S,6421 S DR MARTIN LUTHER KING JR DR ,04/14/2014,1
9276,SWISHER & SWEET II,6421 S DR MARTIN LUTHER KING JR DR ,01/25/2013,0
