,business_name,address,inspection_date,years_alive
8581,MANILA TASTE,5750 N CALIFORNIA AVE ,02/22/2011,0
8582,NEW CHINA CHOP SUEY,5751 W DIVISION ST ,05/10/2016,0
8583,Bibi's Grocery,5751 W IRVING PARK RD ,09/16/2011,2
8584,BODEK INC,5753 W BELMONT AVE ,01/29/2014,3
8585,CATERING BY MAX'S,5754 N WESTERN AVE ,05/07/2015,0
8586,MAXS DRIVE INN,5754 N WESTERN AVE ,06/12/2013,2
8587,"MENARD FOOD MARKET, INC",5756 W BELMONT AVE ,09/27/2010,3
8588,HUDSON'S BOOK CORNER/EURO CAFE,5757 S CICERO AVE ,05/04/2017,0
8589,BEN & JERRY'S MIDWAY,5757 S CICERO AVE ,11/24/2015,2
8590,RELAY STORE # 4182,5757 S CICERO AVE ,11/24/2015,0
8591,Relay Store # 4162,5757 S CICERO AVE ,11/24/2015,0
8592,Relay #4172,5757 S CICERO AVE ,11/17/2015,0
8593,BARRYS SPOT PIZZA,5757-5759 N BROADWAY ,11/22/2013,0
8594,"ARGO TEA UCH, LLC",5758 S MARYLAND AVE ,01/16/2015,1
8595,DUCHOSSIS CENTER ADV. MED FOOD COURT,5758 S MARYLAND AVE ,05/08/2015,0
8596,DUCHOSSOIS CENTER FOR ADVANCED MEDICINE,5758 S MARYLAND AVE ,05/28/2013,1
8597,LORI'S HALLMARK SHOP #73,5758 S MARYLAND AVE ,06/17/2011,1
8598,LUNA'S BAKERY,5758 S PULASKI RD ,09/11/2012,0
8599,BEST SUBS #3 INC.,5758 W BELMONT AVE ,04/23/2014,1
8600,BEST SUBS #3 INC.,5758 W BELMONT AVE ,10/01/2010,2
8601,EURO CAPPUCCINO INC,5759 W BELMONT AVE ,09/07/2010,3
8602,LUV N CARE,5776-5778 N LINCOLN AVE ,12/09/2016,0
8603,LUV N CARE,5776-5778 N LINCOLN AVE ,01/12/2012,4
8604,Steers Restaurant,5777 N MILWAUKEE AVE ,07/26/2010,2
8605,STEERS GOOD FOOD FAST,5777 N MILWAUKEE AVE ,08/02/2010,0
8606,PIZZA MANIA,5777 N RIDGE AVE ,09/15/2016,1
8607,VILLA ROSA PIZZA ON ARCHER,5786 S ARCHER AVE ,01/20/2012,1
8608,VILLA ROSA PIZZA,5786 S ARCHER AVE ,05/18/2010,2
8609,WHITE HEN PANTRY #0-89015,5789 N MILWAUKEE AVE ,02/11/2013,1
8610,WHITE HEN PANTRY,5789 N MILWAUKEE AVE ,04/25/2011,2
8611,7 - ELEVEN # 33582,58 E LAKE ST ,11/02/2010,0
8612,7-ELEVEN,58 E LAKE ST ,11/02/2010,0
8613,SUSHI TAIYO/IZAKAYA HAPA,58 E ONTARIO ST ,09/11/2013,2
8614,MILO'S GYROS AND CHICKEN,5800 N LINCOLN AVE ,05/24/2016,1
8615,SOO JUNG  KOREAN RESTAURANT,5800 N LINCOLN AVE ,06/24/2011,3
8616,CRYSTAL KOREAN RESTAURANT,5800 N LINCOLN AVE ,10/17/2011,0
8617,IL SOGNO,5800 N MILWAUKEE AVE ,07/13/2011,2
8618,CHICAGO FOOD CORP,5800 N PULASKI RD ,08/05/2013,1
8619,A CONCOURSE,5800 S CICERO AVE ,05/04/2017,0
8620,MIDWAY AIRPORT CONCESSIONARES,5800 S CICERO AVE ,03/16/2012,5
8621,CARNICERIA LA VILLA #2,5800 W GRAND AVE ,06/05/2014,4
8622,NORM & DEE'S LIQUORS,5800 W GRAND AVE ,10/12/2010,1
8623,BUB'S PLACE,5800 W IRVING PARK RD ,05/24/2012,1
8624,BUBS GYROS,5800 W IRVING PARK RD ,05/17/2012,0
8625,BUBS GYROS,5800 W IRVING PARK RD ,12/03/2010,2
8626,BUB'S GYROS,5800 W IRVING PARK RD ,12/03/2010,0
8627,MAD DOGS,5800 W IRVING PARK RD ,12/02/2010,0
8628,CHICAGO PALM INVESTMENTS INC.,5801 N LINCOLN AVE ,09/16/2016,1
8629,AGAPE INTERNATIONAL SERVICES,5801 N PULASKI RD ,10/08/2014,2
8630,FRESH 82 LLC,5801 N PULASKI RD ,03/14/2013,1
8631,Village Cafeteria Inc,5801 N PULASKI RD ,10/08/2010,1
8632,NORTH PARK CAFETERIA INC,5801 N PULASKI RD ,10/06/2010,0
8633,AVENIDA DEL SABOR,5805 W DIVERSEY AVE ,10/04/2016,0
8634,AVENIDA DEL SABOR,5805 W DIVERSEY AVE ,03/20/2015,1
8635,MOM'S BBQ,5805 W DIVERSEY AVE ,06/19/2015,0
8636,DELISI'S PIZZERIA,5806 N WESTERN AVE ,12/03/2010,2
8637,TANELL'S CHICAGO STYLE PIZZA,5806 W FULLERTON AVE ,11/05/2010,1
8638,HAS MANAGEMENT,5806 W ROOSEVELT RD ,10/14/2014,2
8639,"KAZIK BAKERY, INC.",5806-5808 N MILWAUKEE AVE ,09/13/2010,3
8640,Lee's Wok,5808 W NORTH AVE ,10/04/2012,1
8641,LEE'S WOK,5808 W NORTH AVE ,06/29/2011,1
8642,BABYLON FOOD AND CAFE,5809 N LINCOLN AVE ,07/18/2014,3
8643,H& S FOOD & COFFEE SHOP,5809 N LINCOLN AVE ,06/02/2014,0
8644,"MR. DOLPHIN, INC.",5810 W NORTH AVE ,08/23/2010,3
8645,DOLPHIN FISH & CHICKEN,5810 W NORTH AVE ,08/17/2010,0
8646,GENESIS ON THE AVENUE,5811 W CHICAGO AVE ,11/19/2014,1
8647,CASA ANTIGUA,5814 W FULLERTON AVE ,12/14/2011,4
8648,"QUENCH UPPER WESTSIDE,LLC.",5815 W MADISON ST ,04/24/2012,1
8649,LIFE STYLE,5817 W DIVERSEY AVE ,06/24/2015,1
8650,THE PHOENIX,5817 W DIVERSEY AVE ,06/09/2011,4
8651,MARIO 'S BUTCHER SHOP FD CNTR,5817-5825 W MADISON ST ,09/26/2011,0
8652,COFFEE VENDING SERVICES,5820 S WESTERN AVE ,04/15/2010,0
8653,SABORES DE MEXICO EN CHICAGO,5823 W FULLERTON AVE ,11/16/2016,2
8654,BRASERITOS NORTE RESTAURANT,5823 W FULLERTON AVE ,03/03/2016,0
8655,TONO TACOS,5823 W FULLERTON AVE ,01/06/2015,1
8656,TAQUERIA COACOYULA CORPORATION,5823 W FULLERTON AVE ,07/11/2013,2
8657,"I Can Child Care Center, Inc.",5824 W Division ST ,03/28/2013,2
8658,MOE & ACE GROCERY,5826 W DIVISION ST ,11/24/2015,1
8659,EXPRESS FOR LESS,5826 W DIVISION ST ,11/24/2015,0
8660,Sol Ga Restaurant,5828 N LINCOLN AVE ,08/27/2013,1
8661,ESTHER PURNELL,5831 W MADISON AVE ,05/18/2010,1
8662,CREOLE SOUL,5840 W ROOSEVELT RD ,03/20/2014,1
8663,Depot Diner,5840 W ROOSEVELT RD ,12/16/2013,1
8664,THE DEPOT,5840 W ROOSEVELT RD ,11/06/2012,0
8665,BRITTANY'S RESTAURANT,5840 W ROOSEVELT RD ,10/28/2010,0
8666,UNIVERSITY OF CHICAGO HOSPITAL COFFEE CART,5841 S maryland AVE ,03/22/2012,2
8667,ABYSSINIA RESTAURANT & FOOD MARKET,5842 N BROADWAY ,09/24/2013,1
8668,CAFE TWO07,5842 S ARCHER AVE ,07/18/2012,3
8669,JABRO'S ITALIAN ICE CORNER,5845 W CHICAGO AVE ,07/14/2010,3
8670,JABROS ITALIAN ICE CORNER,5845 W CHICAGO AVE ,06/09/2010,0
8671,WHITE STEEPLE PRESCHOOL,5849 N NINA AVE ,06/24/2010,2
8672,EL TACONAZO RESTAURANT,5849 S KEDZIE AVE ,02/26/2014,1
8673,KENTUCKY FRIED CHICKEN 521035,5852 S WESTERN AVE ,07/05/2012,4
8674,MATSU SHITA JAPANESE RESTAUANT,5854-5856 N LINCOLN AVE ,01/07/2013,1
8675,PAPA JOHN'S PIZZA,5857 S ARCHER AVE ,12/28/2011,4
8676,PIZZERIA CALZONE,5858 N LINCOLN AVE ,06/15/2016,2
8677,JAGODINKA BAKERY & CAFE INC.,5868 N LINCOLN AVE ,07/14/2014,3
8678,DANA CAFE,5868 N LINCOLN AVE ,02/06/2014,0
8679,"ONE HAPPY BEAN CAFE, LLC",5868 N LINCOLN AVE ,02/16/2012,2
8680,DANA CAFE,5868 N LINCOLN AVE ,08/02/2010,2
8681,7-ELEVEN,5893 S ARCHER AVE ,03/30/2016,1
8682,MARY AND JANET'S DAYCARE & LEARNING CENTER,5897 N ELSTON AVE ,01/16/2013,1
8683,SERENA'S SUPEMARKET,5897 N ELSTON AVE ,01/14/2013,0
8684,"LAMADIA - ART OF PIZZA, LOVE OF WINE",59 W GRAND AVE ,06/23/2016,1
8685,LATIN SCHOOL OF CHICAGO,59 W NORTH BLVD ,09/18/2014,2
8686,JOHN'S DRIVE INN,5900 S ASHLAND AVE ,08/22/2011,1
8687,59TH STREET FOOD MART,5900 S MORGAN ST ,07/21/2014,0
8688,PIZZA HUT,5900 S WESTERN AVE ,08/19/2011,4
8689,MADISON EXPRESS FOOD MART,5900 W MADISON ST ,05/23/2012,1
8690,MARTIN'S FRESH MARKET,5900 W MONTROSE AVE ,04/22/2014,4
8691,EL SURTIDAZO BOTANERO,5900 W ROOSEVELT RD ,12/29/2016,1
8692,MOBIL,5901 S MORGAN ST ,12/05/2013,5
8693,MOBILE,5901 S MORGAN ST ,09/21/2012,1
8694,JJ FISH CHICKEN AND MORE,5901 S MORGAN ST ,09/21/2012,0
8695,"FLAMING HOT STEAK & LEMONADE, INC.",5901 S MORGAN ST ,09/21/2012,0
8696,JJ FISH CHICKEN AND MORE,5901 S MORGAN ST ,08/26/2010,2
8697,MOBIL FUEL & MINI MART,5901 S MORGAN ST ,09/02/2010,0
8698,LUNA'S BAKERY,5901 S TROY ST ,08/25/2011,4
8699,THE TALK OF THE TOWN,5904 S MORGAN ST ,08/01/2012,0
8700,PIZZA HUT 317249,5905 S ARCHER AVE ,04/15/2015,2
8701,PIZZA HUT,5905 S ARCHER AVE ,06/25/2013,2
8702,PIZZA HUT,5905 S ARCHER AVE ,05/14/2012,1
8703,EL RODEO INC,5908 W FULLERTON AVE ,09/29/2015,1
8704,CARNICERIA TAQUERIA EL RODEO,5908 W FULLERTON AVE ,09/26/2013,0
8705,"GOOD DEAL MART, INC.",5910 N CLARK ST ,11/04/2013,0
8706,MART ONE FOOD,5910 N CLARK ST ,11/04/2013,0
8707,AMERICA GROCERY,5910 N CLARK ST ,11/15/2012,1
8708,"TAQUERIA EL CILANTRO, INC",5910 N CLARK ST ,09/12/2011,1
8709,"TAQUERIA EL CILANTRO, INC",5910 N CLARK ST ,09/29/2010,1
8710,HALINA'S POLISH DELIGHT REST,5914 W LAWRENCE AVE ,10/12/2012,1
8711,ADEN RESTAURANT,5914 W LAWRENCE AVE ,10/20/2011,1
8712,DONS PIZZA & GRILL,5915 W DIVISION ST ,09/12/2013,0
8713,CHINATOWN RESTAURANT,5922 W LAWRENCE AVE ,01/29/2013,1
8714,HAPPINESS IS CAFE,5924 W ROOSEVELT ST ,06/14/2011,3
8715,J.D. CONGRESS,5925 W DIVERSEY AVE ,08/09/2017,1
8716,Z-A PIZZA,5925 W DIVERSEY AVE ,03/19/2015,0
8717,BROASTED CHICKEN ROYALE,5930 W LAWRENCE AVE ,01/29/2018,0
8718,KALINOWSKI SAUSAGE INC,5930 W LAWRENCE AVE ,12/09/2010,3
8719,JOE'S BARBECUE & FISH # 2,5931 W North AVE ,02/08/2010,2
8720,FERMIN'S POULTRY,5932 S PULASKI RD ,05/29/2013,1
8721,"THREE STOOGES FOOD MART, INC",5933 W MADISON AVE ,01/17/2014,2
8722,DJ'S SUB,5933 W NORTH AVE ,02/09/2018,0
8723,DJ SUB,5933 W NORTH AVE ,07/12/2012,3
8724,BACCI PIZZERIA ON NORTH AVENUE INC.,5933 W NORTH AVE ,10/29/2010,2
8725,TASTE OF JOI RESTAURANT CAFE B,5933 W NORTH AVE ,03/09/2010,0
8726,BURRITOS JUAREZ,5935 S PULASKI RD ,06/05/2013,2
8727,VIDA SANA,5935 S PULASKI RD ,01/12/2012,1
8728,P A HOT DOG STAND,5937 W DIVISION ST ,05/05/2011,2
8729,LARAMIE MINI MART 2,5937 W MADISON ST ,05/18/2012,0
8730,L AND L MARKET,5937 W MADISON ST ,05/17/2012,0
8731,ST. ANDREW'S INN,5938 N BROADWAY ,10/17/2012,2
8732,La Fonda Chiquita,5940 W DIVERSEY AVE ,07/17/2013,2
8733,LA FONDA CHIQUITA,5940 W DIVERSEY AVE ,07/26/2012,1
8734,LA GORDA FELIZ,5940 W DIVERSEY AVE ,05/07/2012,0
8735,LA FONDA CHIQUITA TLC,5940 W DIVERSEY AVE ,02/09/2010,1
8736,"KIDS KINGDOM CHICAGO, LLC",5940-5946 W DIVISION ST ,05/09/2016,1
8737,COYOTE TACOZ,5944 W LAKE ST ,03/06/2015,0
8738,MOMMY MO'S INC.,5944 W LAKE ST ,01/05/2012,2
8739,FRIEND'S SOUL FOOD RESTAURANT,5944 W LAKE ST ,12/02/2010,2
8740,GRAND CHILD CARE CENTER,5945 W GRAND AVE ,04/23/2012,1
8741,LILLY OF THAI RESTAURANT,5951 N BROADWAY ,07/09/2013,0
8742,BROTHERS AND FATHERS PIZZERIA,5951-5959 W LAWRENCE AVE ,04/10/2012,1
8743,ATLANTIS SERVICES,5952 W NORTH AVE ,08/08/2017,0
8744,LOS COMPA'S TACOS,5952 W NORTH AVE ,04/15/2015,1
8745,CHARLIE'S FRIED RICE,5952 W NORTH AVE ,04/15/2015,0
8746,Eastman's Jerk Paradise,5952 W NORTH AVE ,04/11/2014,1
8747,MAICOS TACOS AND BAKERY,5952 W ROOSEVELT RD ,03/22/2010,2
8748,7-ELEVEN,5953 W 63RD ST ,03/10/2011,1
8749,ORIGINAL MAXWELL STREET,5953 W NORTH AVE ,09/17/2012,1
8750,ORIGINAL MAXWELL STREET,5953 W NORTH AVE ,09/02/2011,1
8751,LA AGAVE,5957 S KEDZIE AVE ,05/09/2012,0
8752,TAQUERIA EL AQUILA INC,5957 W CHICAGO AVE ,03/29/2010,3
8753,WEST ENGLEWOOD COMMUNITY HEADSTART,5958 S MARSHFIELD AVE ,09/18/2015,0
8754,SMILEY'S QUICK MART INC.,5958 S RACINE AVE ,10/29/2015,1
8755,SHARIF'S FOOD & LIQUORS INC.,5958 S RACINE AVE ,05/03/2012,3
8756,TAQUERIA MORELOS,5958 W DIVERSEY AVE ,05/22/2017,1
8757,TAQUERIA MORELOS,5958 W DIVERSEY AVE ,07/17/2013,4
8758,SAFARI RESTAURANT,5959 N BROADWAY ,07/29/2013,1
8759,LA MUSHKILA,5959 N BROADWAY ,07/29/2013,0
8760,LA MUSHKILA,5959 N BROADWAY ,07/29/2013,0
8761,LA MUSHKILA,5959 N BROADWAY ,07/24/2013,0
8762,LA MUSHKILA,5959 N BROADWAY ,07/05/2013,0
8763,BARWAAQO RESTAURANT,5959 N BROADWAY ,11/10/2011,1
8764,"D.V.Y., INC",5959 W LAWRENCE AVE ,08/07/2013,0
8765,"CAPOZZI'S PIZZA, PASTA AND SANDWICHES",5959 W LAWRENCE AVE ,06/14/2010,0
8766,MONTROSE  GAS  STATION,5959 W MONTROSE AVE ,10/29/2013,1
8767,"AUSTIN GROCERY & FOOD MART, INC",5960 W NORTH AVE ,01/13/2011,3
8768,ALZAHRRA FOOD MARKET INC.,5960 W NORTH AVE ,01/10/2011,0
8769,DIANA'S DAYCARE CENTER LLC,5961 N CLARK ST ,07/02/2015,1
8770,CA BEEF,5965 W CHICAGO AVE ,06/04/2015,0
8771,C AND A GRILL,5965 W CHICAGO AVE ,06/03/2015,0
8772,INO'S PIZZERIA INCORPORATED,5973 N CLARK ST ,11/09/2017,0
8773,BEST FALAFEL INC.,5973 N CLARK ST ,09/22/2016,1
8774,GAZTRO - WAGON,5973 N CLARK ST ,03/23/2012,0
8775,GAZTRO - WAGON,5973 N CLARK ST ,05/17/2012,0
8776,LOS PEREZ,5973 N CLARK ST ,05/17/2012,0
8777,LOS PEREZ,5973 N CLARK ST ,05/17/2012,0
8778,LOS PEREZ,5973 N CLARK ST ,05/17/2012,0
8779,EL GUACAMOLE INC.,5973 N CLARK ST ,05/17/2012,0
8780,EDGAR TAQUERIA SUSUPUATO,5973 N CLARK ST ,05/17/2012,0
8781,EDGAR TAQUERIA SUSUPUATO,5973 N CLARK ST ,05/17/2012,0
8782,BELLYFULL,5973 N CLARK ST ,05/21/2010,2
8783,DOUBLE APPLE FOOD MARKET,5977 N CLARK ST ,12/06/2012,1
8784,BIG BOWL,6 E CEDAR ST ,10/09/2013,3
8785,WENDY'S PROPERTIES LLC,6 S CLARK ST ,09/08/2016,1
8786,WENDY'S OLD FASHIONED HAMBURGERS,6 S CLARK ST ,09/30/2015,1
8787,BAR UMBRIAGO,6 W HUBBARD ST ,07/01/2015,0
8788,CENTRO,6 W HUBBARD ST ,01/14/2014,1
8789,ROSEBUD EATT,6 W HUBBARD ST ,01/04/2011,2
8790,WARREN BARR SOUTH LOOP,60 E 18TH ST ,12/10/2014,2
8791,ST AGNES MANOR,60 E 18TH ST ,12/10/2014,0
8792,ABOU ANDRE LLC,60 E JACKSON AVE FL ,07/18/2013,1
8793,THE SOUTHERN MAC & CHEESE STOR,60 E LAKE ST ,07/22/2010,2
8794,J V ENTERPRISES INC,60 W ADAMS ST ,08/30/2013,0
8795,J V ENTERPRISES INC,60 W ADAMS ST ,03/25/2013,0
8796,CHICAGO CHOP HOUSE,60 W ONTARIO ST ,03/08/2018,0
8797,MCDONALDS,600 E 115TH ST ,06/15/2017,0
8798,MCDONALD'S #5246,600 E 115TH ST ,01/26/2010,3
8799,ENGLEWOOD GROCERY FOOD,600 E 67TH ST ,12/16/2014,1
8800,"FRESH FOOD MART, INC.",600 E 67TH ST ,06/27/2013,1
8801,MEJD INC,600 E 67TH ST ,06/19/2013,0
8802,PORKCHOP,600 E GRAND AVE ,09/27/2017,1
8803,BEN & JERRY'S ( NAVY PIER ),600 E GRAND AVE ,06/21/2016,0
8804,BIG BOWL,600 E GRAND AVE ,12/10/2015,0
8805,MASSA,600 E GRAND AVE ,11/04/2015,0
8806,BEN & JERRY'S,600 E GRAND AVE ,11/26/2014,0
8807,AUNTIE ANNE'S PRETZELS AND JAM,600 E GRAND AVE ,06/18/2014,0
8808,JIMMY BUFFETT'S MARGARITAVILLE,600 E GRAND AVE ,06/09/2014,0
8809,JIMMY BUFFETT'S MARGARITAVILLE,600 E GRAND AVE ,10/07/2014,0
8810,Massa Italian Cafe,600 E GRAND AVE ,10/07/2014,0
8811,THE TAYLOR STREET TROLLEY COMPANY,600 E GRAND AVE ,07/29/2013,1
8812,JAMBA JUICE AND AUNTIE ANNE'S,600 E GRAND AVE ,05/19/2011,1
8813,CHARLIE'S ALE HOUSE,600 E GRAND AVE ,06/14/2011,0
8814,COUNTRY CORN,600 E GRAND AVE ,06/14/2011,0
8815,"JIMMY'S PALETAS, INC.",600 E GRAND AVE ,06/15/2010,0
8816,OHIO FOOD & LIQUOR INC.,600 N CICERO AVE ,10/26/2010,0
8817,CARIBOU COFFEE COMPANY #778,600 N KINGSBURY ST ,12/06/2010,4
8818,AMC THEATRES 600 NORTH MICHIGAN 9,600 N MICHIGAN AVE ,03/13/2015,1
8819,HEAVEN ON SEVEN ON RUSH,600 N MICHIGAN AVE ,09/18/2013,2
8820,STARBUCKS COFFEE #223,600 N STATE ST ,01/10/2011,1
8821,600 Michigan,600 S MICHIGAN AVE ,09/21/2010,6
8822,"M.H.R.,L.L.C.",600 S MICHIGAN AVE ,08/16/2010,0
8823,JAPONAIS,600 W CHICAGO AVE ,07/12/2016,0
8824,WRIGLEY RN(0843-03),600 W CHICAGO AVE ,12/09/2015,0
8825,KITSCH'N RIVER NORTH,600 W CHICAGO AVE ,07/20/2012,1
8826,BOCKWINKEL FOOD MARKETS INC,600 W CHICAGO AVE ,07/13/2012,0
8827,EUREST DINING,600 W CHICAGO AVE ,07/13/2012,0
8828,EUREST DINING,600 W CHICAGO AVE ,07/03/2012,0
8829,PAULINE'S,600 W PERSHING RD ,07/24/2012,1
8830,EL SAZON DE VICTORIA,6000 W GRAND AVE ,11/26/2014,4
8831,HAPPY POLLO INC.,6000 W GRAND AVE ,03/03/2011,2
8832,EGANS TAVERN,6001 N PAULINA ST ,08/26/2014,0
8833,VAGABUNDO,6001 W DIVERSEY AVE ,09/26/2013,0
8834,EL RINCON DE TABASCO,6001 W DIVERSEY AVE ,09/26/2013,0
8835,VAGABOND REST,6001 W DIVERSEY AVE ,09/26/2013,0
8836,EL RINCON DE TABASCO,6001 W DIVERSEY AVE ,09/26/2013,0
8837,FAMILY CIRCLE RESTAURANT INC,6001 W DIVERSEY AVE ,09/17/2010,3
8838,ODY'S,6001 W GRAND AVE ,05/13/2014,1
8839,ODY'S DRIVE INN,6001 W GRAND AVE ,12/06/2010,0
8840,DOMINICK'S # 12/0012,6009 N BROADWAY ,08/02/2011,3
8841,FIREHOUSE CAPTAIN HOOKS,601 E 79TH ST ,12/17/2014,4
8842,MAXWELL STREET SACRAMENTO,601 S SACRAMENTO BLVD ,04/19/2013,1
8843,THAI SPOON,601 S WABASH AVE ,08/09/2013,3
8844,TAQUERIA JAMAY,601 W 43RD ST ,05/05/2015,2
8845,"TAKITO GRILL, INC.",601 W 43RD ST ,06/20/2012,3
8846,"DUTCHIE'S PLACE, LLC",601 W 43RD ST ,07/03/2012,0
8847,TNT PIZZA N BEEF,601 W ROOT ST ,09/01/2011,3
8848,Copernicus,6010 S Throop (1300W) ,01/13/2011,1
8849,LA CABANA,6011 W IRVING PARK RD ,01/29/2014,3
8850,PRIMO GROCERY,6011 W IRVING PARK RD ,09/03/2014,0
8851,LAS TARASCAS DE MORELIA,6011 W IRVING PARK RD ,01/23/2013,1
8852,Las Tarascas,6011 W IRVING PARK RD ,04/06/2011,2
8853,MONTEALBAN L.L.C.,6012 W FULLERTON AVE ,10/03/2012,4
8854,GRAND TERRACE BANQUETS,6012 W GRAND AVE ,08/13/2014,2
8855,BOTTLES TO BOOKS LEARNING CENTER,6014 S RACINE AVE ,07/24/2015,0
8856,BOTTLES TO BOOKS LEARNING CENTER,6014 S RACINE AVE ,09/24/2012,3
8857,SAM'S FOOD & LIQUORS,602 E 75TH ST ,04/23/2010,2
8858,NANNAN ASIAN CAFE,602 W BELMONT AVE ,11/25/2014,2
8859,DANNY'S PIZZA,6021 S ARCHER AVE ,12/05/2013,2
8860,Regulus Coffee House Company,6032 W Irving Park RD ,11/21/2011,3
8861,KENTUCKY FRIED CHICKEN,6034 W NORTH AVE ,03/10/2016,1
8862,KENTUCKY FRIED CHICKEN 521046,6034 W NORTH AVE ,12/09/2014,2
8863,RESTAURANT DONA ANA,6038 S PULASKI RD ,01/18/2013,4
8864,FRANK'S RIB PLACE INC.,604 N CICERO AVE ,02/02/2016,1
8865,JERK TACO MAN JAMICAN  JERK SHACK,604 N CICERO AVE ,02/09/2015,0
8866,QUICK SUB,604 N CICERO AVE ,10/01/2015,0
8867,JOEL'S TACOS,604 N CICERO AVE ,05/31/2012,1
8868,MAKI MASTERS,604 W BELMONT AVE ,02/19/2016,1
8869,A-CUPZ,604 W BELMONT AVE ,06/17/2016,0
8870,A TASTE OF NANJING,604 W BELMONT AVE ,12/04/2012,4
8871,CLOUD 9,604 W BELMONT AVE ,03/26/2010,2
8872,CRAZY CHICKENS,604-606 W BARRY AVE ,03/14/2011,1
8873,KFC,6040 S ARCHER AVE ,01/27/2017,1
8874,KFC,6040 S ARCHER AVE ,09/16/2014,3
8875,KENTUCKY FRIED CHICKEN Y200207,6040 S ARCHER AVE ,04/12/2012,0
8876,POPE FRANCIS GLOBAL ACADEMY,6040 W Ardmore ST ,02/07/2013,0
8877,CARNICERIA GUANAJUATO,6040 W DIVERSEY AVE ,12/07/2011,0
8878,MIMI FOOD MART,6043 S HALSTED ST ,01/12/2012,0
8879,MOE FOOD MART,6043 S HALSTED ST ,06/28/2010,2
8880,LAVO ASIAN GRILL INC.,6044 N BROADWAY ,05/08/2012,1
8881,KASSIN ABUBAKARI,6046 N BROADWAY ,08/28/2012,1
8882,TESSY'S HOMEFOOD MARKET,6046 N BROADWAY ,05/11/2011,1
8883,HOMELAND FOOD MARKET,6046 N BROADWAY ,05/11/2011,0
8884,SEE THRU KITCHEN #16 INC.,6046 S WESTERN AVE ,08/03/2016,1
8885,SEE THRU CHINESE KITCHEN,6046 S WESTERN AVE ,03/17/2015,1
8886,SAN-MARINO DELI,605 W LAKE ST ,12/26/2014,1
8887,SAXBYS COFFEE,605 W LAKE ST ,10/24/2014,0
8888,SAN-MARINO DELI,605 W LAKE ST ,09/16/2010,2
8889,SAPORI NAPOLETANI PIZZERIA RISTORANTE,6050 N NORTHWEST HWY ,04/21/2016,1
8890,FEFE FAST FOOD,6051 S RACINE AVE ,09/07/2011,4
8891,MAMA LUCY'S,6054 S PRAIRIE AVE ,03/12/2013,0
8892,K'TRINA GROCERY INC.,6059 S KILDARE AVE ,01/25/2016,0
8893,GROCERY ELENAS,6059 S KILDARE AVE ,08/29/2014,1
8894,"LA ESQUINITA DE MICHOACAN, INC",6059 S KILDARE AVE ,08/29/2014,0
8895,NIETO FOOD MART,6059 S KILDARE AVE ,08/29/2012,0
8896,GUERRA'S FOOD MART,6059 S KILDARE AVE ,08/29/2012,0
8897,SANCHEZ MINIMARKET,6059 S KILDARE AVE ,07/25/2012,0
8898,ROSS ELEMENTARY,6059 S Wabash (45E) ,02/06/2013,1
8899,MARY'S SNACK SHOP,606 S PULASKI RD ,12/11/2012,0
8900,YURI'S TAQUERIA,606 S SACRAMENTO BLVD ,05/10/2016,1
8901,YURI'S TAQUERIA,606 S SACRAMENTO BLVD ,05/09/2014,1
8902,YURY'S TAQUERIA,606 S SACRAMENTO BLVD ,07/18/2013,0
8903,Wingers,606 S WABASH AVE ,02/24/2015,1
8904,BULLCHICKS,606 S WABASH AVE ,10/24/2014,1
8905,PITABELLY,606 S WABASH AVE ,06/23/2014,0
8906,PITABELLY,606 S WABASH AVE ,11/04/2013,1
8907,SUBWAY,6067 N LINCOLN AVE ,01/19/2012,3
8908,QUIZNOS SUBS,6067 N LINCOLN AVE ,05/14/2010,2
8909,NANIWA,607 N WELLS ST ,05/16/2016,1
8910,"TANZITARO, INC.",6075 N MILWAUKEE AVE ,04/19/2011,1
8911,NELSON'S MINI-MART,608 E 61ST ST ,08/04/2011,4
8912,AKA ONI,608 W BARRY ,09/08/2014,0
8913,2015 SEE THRU CHINESE KITCHEN,609 E 79TH ST ,03/24/2015,1
8914,GARDEN CHOP SUEY,609 E 79TH ST ,12/03/2014,1
8915,THE MELTING POT,609 N DEARBORN ST ,08/19/2014,2
8916,PIZANO,61 E MADISON ST ,01/25/2012,3
8917,TR NAPA VALLEY TASTING ROOM,61 E OAK ST ,09/06/2011,2
8918,JIMMY,610 N RUSH ST ,06/27/2014,3
8919,BURKE'S BACON BAR,610 N RUSH ST ,06/14/2013,1
8920,J BAR LOUNGE,610 N RUSH ST ,03/29/2011,2
8921,WOLFGANG PUCK CATERING & EVENTS AT SPERTUS INSTITU,610 S MICHIGAN AVE ,04/07/2016,1
8922,"B' GABS GOODIES, LLC",6100 S BLACKSTONE AVE ,06/26/2013,1
8923,BACKSTORY,6100 S BLACKSTONE AVE ,06/18/2013,0
8924,DUNKIN DONUTS/BASKIN ROBBINS,6100 S WESTERN AVE ,09/15/2014,1
8925,DUNKIN DONUTS,6100 S WESTERN AVE ,09/06/2012,0
8926,DUNKIN DONUTS,6100 S WESTERN AVE ,08/23/2011,1
8927,THE NORWOOD RESTAURANT,6101 N NORTHWEST HWY ,04/12/2016,0
8928,THE NORWOOD RESTAURANT,6101 N NORTHWEST HWY ,10/04/2013,0
